seg	id	title	who	url	quote	missing	evidence
S12	OPEN-7	Context-parallel error guidance and PCP/MTP remediation hints still unmerged	vLLM PRs #52075 `[Bugfix] Improve context-parallel backend error guidance` (OPEN, created 2026-08-13) and #46598 `[Misc] Add remediation hints to MTP and PCP context-parallel errors` (OPEN, created 2026-06-24)	https://github.com/vllm-project/vllm/pull/52075 and https://github.com/vllm-project/vllm/pull/46598	retrieved from the GitHub search API payload — titles "[Bugfix] Improve context-parallel backend error guidance" and "[Misc] Add remediation hints to MTP and PCP context-parallel errors", both state `open`, `merged_at: null`. (Titles and states only; pages not opened.)	every one of these is an error-path fix, which corroborates that launching CP/DCP in unsupported configurations is still a common, poorly-diagnosed failure mode.	TITLE ONLY
S12	OPEN-8	SGLang's own DCP + Helix Parallelism roadmap — "half of Helix is unstarted"	thanhhao98 (roadmap owner) — SGLang issue #29736 `[Roadmap][DCP] Decode Context Parallelism & Helix Parallelism (2026 Q3)` (OPEN, created 2026-06-30, refreshed 2026-07-30)	https://github.com/sgl-project/sglang/issues/29736 (this is also the "DCP and Helix Parallelism roadmap" link cited in the References section of https://docs.sglang.ai/advanced_features/dcp.html — I verified the href on that page points to this issue number)	"However, the current support only covers a few attention backends, half of Helix is unstarted, and several combinations are unguarded. To generalize the usage of DCP, we need to work on following features and tasks"	FA3 MLA decode under DCP; `flashmla` + FP8 KV (an assert `dcp_world_size == 1` still blocks it); Triton MLA; the `trtllm_mla` decode path; DSA DCP for DeepSeek-V3.2/GLM-5.x; decoupled attention/FFN (TPA vs KVP) parallelism; and reconciliation of three overlapping A2A follow-ups. Related breakage in the same area is recorded at https://github.com/sgl-project/sglang/issues/18830 (`[Bug] GLM5-FP8 enabling context parallel and MTP simultaneously causes error`, H200 + PD disaggregation, closed as completed with only a community `rope_scaling` config workaround).	READ BODY
S12	OPEN-9	vLLM — NIXL connector silently disables HMA and halves KV cache capacity under TP=2 disaggregation	vLLM issue #42024 `[Bug]: NIXL connector silently disables HMA, halving KV cache capacity` (created 2026-05-08, closed as **not planned** 2026-09-13 — that closure is **stale-bot text only**; I did not open this page so I quote from the retrieved search payload and flag the reduced evidence level)	https://github.com/vllm-project/vllm/issues/42024	reported by an independent research sub-agent that retrieved the page: "…roughly doubling per-layer KV cache footprint and cutting effective KV cache capacity in half… Severity: High — affects all P/D disaggregation deployments using NixlConnector." (I did not personally open this page; treat this quote as sub-agent-retrieved.)	a fix — the KV-capacity regression under NixlConnector + TP=2 was closed by automation without a technical verdict.	TITLE ONLY (my own retrieval was limited to the search-result title/state; the body quote is sub-agent-reported) ---
S13	OPEN-1	Does prefix caching actually pay off when tool calling is in the loop, and is anyone testing the combination?	guanxingithub / vLLM project — open PR #52629 "[Test] Add a prefix-caching x tool-calling gate"	https://github.com/vllm-project/vllm/pull/52629	"Agentic deployments run prefix caching and tool calling together — repeated system prompts and tool definitions are exactly the prefix a cache is meant to reuse — yet no test exercises the combination: the per-parser tests never boot an engine, and the tool-calling e2e tests never enable prefix caching. A regression that only appears when the cache engages is invisible today."	There is no engine-level gate that asserts (a) schema-conformant tool calls and (b) that the prefix cache was actually exercised. The PR adds `tests/tool_use/test_prefix_cache_tool_calling.py` asserting "`vllm:prefix_cache_queries` and `vllm:prefix_cache_hits` non-zero, and zero in the control arm", and notes "Test-only; requires a GPU and a small model, so it suits a nightly or opt-in tier rather than a blocking gate." Still open as of retrieval.	READ BODY
S13	OPEN-2	Should the scheduler order the waiting queue by cache affinity (the ordering half of prefix-cache payoff)?	fululi12 / vLLM project — open PR #54625 "[Core][V1] Add cache-aware admission ordering"	https://github.com/vllm-project/vllm/pull/54625	"Within a bounded look-ahead window over the waiting queue, admit requests whose prefix is already resident in the KV cache ahead of requests that would have to compute theirs. The problem is an interaction between strict FCFS admission and prefix caching: a cold request admitted first allocates blocks, and under pressure that allocation evicts blocks which a request further back in the queue still needs. The eviction turns a would-be cache hit into recomputation, and the deeper the shared prefix, the more expensive the loss."	The feature is not merged and both flags are off by default — "Two new scheduler options, both off by default: --cache-aware-admission-window N, default 0 ... --cache-aware-admission-threshold F, default 0.0". Scope is also explicitly restricted: "It requires the fcfs policy. Positional reordering is meaningless in a priority heap".	READ BODY
S13	OPEN-3	Why does `enable_prefix_caching=True` yield zero hits for shared prefixes shorter than one attention block?	Schnitzel (jschmied) / vLLM project — open issue #53749	https://github.com/vllm-project/vllm/issues/53749	"enable_prefix_caching=True but zero hits for any shared prefix shorter than one attention block on hybrid checkpoints (2096 / 1920 tokens), with nothing in the logs or metrics naming the minimum"	The reporter runs "Two independent single-GPU engines" on hybrid checkpoints with auto-selected attention block sizes of 2096 and 1920 tokens, gets no hits, and finds nothing in logs or metrics that names the minimum reusable length. There is no diagnostic that distinguishes "no shared prefix at all" from "shared prefix that is too short to be cached".	READ BODY
S13	OPEN-4	How is a practitioner supposed to measure prefix cache effectiveness at all?	SarnadAbhilash / vLLM project — open PR #53395 "[Docs] Explain how to measure prefix cache effectiveness"	https://github.com/vllm-project/vllm/pull/53395	"The Automatic Prefix Caching guide explains where APC helps, but does not currently tell operators how to measure cache effectiveness or distinguish token reuse from end-to-end performance gains. This change: documents the token units of vllm:prefix_cache_queries and vllm:prefix_cache_hits ; adds a PromQL example for aggregate token hit ratio; describes how to control request order, concurrency, and initial cache state for comparisons; recommends reporting TTFT, latency, and throughput alongside hit ratio; clarifies that decode, scheduling, eviction, routing, and block alignment can make a high hit ratio differ from the observed speedup"	A shipped, documented procedure for measuring prefix-cache benefit and for separating token reuse from end-to-end gain. This PR is still open (opened 2026-08-22) and is docs-only. **The PR body also contains the single most direct measured answer found anywhere to "does prefix caching pay off for agentic traffic":** "This guidance is informed by an isolated prefix-cache experiment in which a 94.59% full-block token hit ratio produced only a 5.7%–6.2% throughput improvement for a short agentic workload at concurrency 64." Related and closed-as-not-planned: issue #54607 at https://github.com/vllm-project/vllm/issues/54607 — "[Doc]: --prefix-match-unit and the default match granularity are undocumented" (stateReason NOT_PLANNED; the page shows the stale label and no human resolution comment was retrievable), whose body records the practical cost of the gap: "Spent longer than I'd like to admit chasing a 0% prefix cache hit rate that turned out to be correct... The shared system prompt in that workload was around 240 tokens, and the model I was running on vLLM resolves to a 784 token KV block. A block only gets cached once it's full, so a shared prefix shorter than one block can't be reused."	READ BODY
S13	OPEN-5	How do you benchmark prefix-cache hit rate reproducibly for real agent workloads?	sammysun0711 (with Richardyu114, FionaZZ92) / SGLang — open PR #37359 "benchmark: add reproducible prefix-cache hit-rate evaluation"	https://github.com/sgl-project/sglang/pull/37359	"Prefix-hit-aware benchmarking is essential for evaluating real agent workloads, where repeated system prompts, tool schemas, and conversation context make high cache-hit rates. To accurately simulate production workload, this PR introduces a benchmark that measures inference performance under controlled prefix-cache hit rates."	The PR complains that "`sglang.bench_serving` can generate shared-prefix requests and report cached tokens, but it previously lacked a deterministic way to benchmark a requested cache-hit rate. In particular, ordinary warmup is followed by cache flushing, so measured requests can race to populate the prefix cache unless prefixes are primed in a separate phase." Its explicit non-goals leave the agentic questions open: "Selecting which HiCache tier serves a hit. Trace-driven prefix lifetime simulation. Multi-turn conversation semantics. Scheduler or cache-eviction changes. Guaranteeing target residency when the prefix working set" exceeds capacity. Still open.	READ BODY
S13	OPEN-6	How should hybrid Mamba/GDN cached state be thinned under LRU pressure?	alphabetc1 / SGLang — Draft PR #38000 "[Mamba] Thin cached states by coverage instead of evicting the LRU tail"	https://github.com/sgl-project/sglang/pull/38000	"[Mamba] Thin cached states by coverage instead of evicting the LRU tail"	The PR motivation gives the precise failure mode for a **branching shared prefix on a single GPU**: "On a hybrid Mamba/GDN model every chunked-prefill boundary donates one Mamba state into the radix tree, so a long prompt pushes len / chunked_prefill_size states through the Mamba LRU. The LRU evicts a path's states shallow-first (they were inserted first), which is the inverse of what a branch match needs: a request that shares a 40k prefix and diverges mid-way is gated on the Mamba state at the divergence point, and the shallow states are exactly the ones that are gone. With the KV fully resident, cached_tokens drops to 0 with no error. Reproduced on upstream main (Qwen3.5-4B, 1xH200, extra_buffer, 3.3M-token KV pool so KV is never the constraint), 3 distinct 32k chains then fork chain 0 at 8192 and re-send every chain, --max-mamba-cache-size 48 --max-running-requests 4 --chunked-prefill-size 2048". It is filed as a Draft and references "#36935 (and the LRU-pressure half of #30314's discussion)". Related open correctness work: SGLang Draft PR #39263 "Fix hybrid session references after an empty terminal cache insert", which is explicitly "Follow-up correctness fix for the session-reference support in #29173, not a new retention policy."	READ BODY
S13	OPEN-7	Nobody measures repeated compaction over the horizon an agent actually runs	the authors of "What to Keep, What to Forget: A Rate-Distortion View of Memory Compaction in LLMs and Agents" (arXiv 2607.08032)	https://arxiv.org/abs/2607.08032	"And while compression is measured carefully on single-turn long context, the repeated compaction that agents actually perform is almost never measured, and no benchmark holds one budget axis across all the layers at once."	A benchmark that puts "KV eviction, quantization, prompt compression, and summarization on one budget axis and measures error accumulation under repeated compaction". The paper's own Section 15 "Open Problems and Research Agenda" states the formalism "is not a set of proven laws: distortion surrogates are not additive and composition order matters" and that "a predictive compression scaling law" is missing. The paper positions its own COMPACT-Bench as a proposal, i.e. the question is asked, not answered.	READ BODY
S13	OPEN-8	Per-request retention TTL for a disk KV tier	NVIDIA / TensorRT-LLM — open PR #16252 "[#16251][feat] KV cache manager v1: add disk (L3) tier with per-request retention TTL"	https://github.com/NVIDIA/TensorRT-LLM/pull/16252	"KV cache manager v1: add disk (L3) tier with per-request retention TTL"	A shipped way to express per-request KV lifetime (which is what multi-turn/agentic reuse actually needs — the TTL must outlive a tool call but not leak). The item is listed here as OPEN/TITLE ONLY because only the PR title and page metadata were retrieved, not the design body; it is open, not merged.	TITLE ONLY
S13	OPEN-9	EAGLE/MTP prefix-cache last-block drop forces recomputation on every hit	vLLM issue #53670	https://github.com/vllm-project/vllm/issues/53670	"EAGLE/MTP prefix-cache last-block drop causes a 1,648-token recompute per hit on one hybrid Qwen3.8 GDN layout"	The interaction between speculative-decoding draft caches and prefix-cache block reuse, where a hit still costs a large recompute. Related unresolved tracking issue: #51771 "EAGLE/MTP block drop + prefix caching is untested for hybrid models with ≥3 attention groups". Listed here as OPEN/TITLE ONLY because the title came from the GitHub search API result list and the issue body was not retrieved in this session.	TITLE ONLY ---
S14	OPEN-1	Prefix caching is still not supported in vLLM's batch-invariant mode	vLLM maintainers/contributors — tracking issue #27433 "[Feature]: Batch Invariant Feature and Performance Optimization" (opened by brianosaurus, 2025-10-23, state OPEN)	https://github.com/vllm-project/vllm/issues/27433	"🙋Help needed / Nice to have: / Prefix caching support / AMD support ... / Speculative decoding support (this might be hard)" — i.e. "Prefix caching support" is listed in the issue body as an unchecked, help-wanted TODO under the batch-invariance tracker. The body's framing verbatim: "We have basically support Batch Invariant based on https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/ ... But there are still some work to be done, so here is the issue to track the work".	the interaction between a prefix-cache hit length (which depends on cache state) and the batch-invariant prefill shape. There is no merged code path that makes prefix-cache reuse produce batch-invariant prefill chunking; the candidate implementation (OPEN-2) has been waiting for review since June 2026.	READ BODY
S14	OPEN-2	Canonical-chunking PR to make prefix caching compatible with batch invariance is unmerged	littlecircle0730 — vLLM PR #46592 "Feat/invariant with prefix cache" (state OPEN, 5 commits, opened 2026-06-24, still awaiting code-owner review as of 2026-09-02)	https://github.com/vllm-project/vllm/pull/46592	"This PR makes prefix caching compatible with batch-invariant inference, as part of the batch-invariant work tracked in #27433 (comment). Prefix caching is an important performance path for real workloads with shared long prefixes, but it introduces a new source of variation: the same prompt can resume from different prefix-cache hit lengths depending on cache state. In batch-invariant mode, those different hit lengths should not cause the remaining prefill work to be scheduled with arbitrary chunk boundaries, because that makes the effective prefill shape depend on cache state rather than on a stable canonical policy." Enabling flag verbatim: "VLLM_BATCH_INVARIANT_CANONICAL_PREFILL_CHUNK_BLOCKS=0 means auto." Author's own status ping verbatim (2026-09-02): "Dear Maintainer, It has been a while since my last review request. Would you be able to help review this PR when you have a chance? Thank you!"	maintainer review + merge. The PR is also labelled `needs-rebase` at one point and carries a measured claim that prefix caching remains a real win under batch invariance (FLASH_ATTN 3.008x–3.267x over no-prefix-cache in the author's own benchmark) — i.e. the capability exists but is not shipped.	READ BODY
S14	OPEN-3	Prefix-cache extra-key hashing is not domain-separated (LoRA name vs cache_salt)	gabe (GitHub user) — vLLM issue #44701 "[Bug]: V1 prefix-cache extra-key domain collision between LoRA name and cache_salt" (state OPEN, created 2026-06-06, activity through 2026-09-04)	https://github.com/vllm-project/vllm/issues/44701	"V1 local prefix-cache block hashes do not appear to domain-separate extra hash keys from different semantic sources. In current main, LoRA identity and cache_salt are both appended as plain strings into the same extra_keys tuple" ... "Because these fields are not tagged, a LoRA request with lora_name == \"COLLIDE_SALT\" and no cache_salt can produce the same first-block hash as a base-model request with cache_salt == \"COLLIDE_SALT\" and no LoRA, for identical prompt tokens. I confirmed this dynamically on a single GCP A100. The base request with cache_salt=\"COLLIDE_SALT\" received a local prefix-cache hit for a block produced by the LoRA request."	type-tagging (domain separation) of the extra-key tuple; a fix or maintainer ruling. The reporter's own hardware was a single A100 40GB, so this is directly testable on the target rig.	READ BODY
S14	OPEN-4	Enabling prefix caching changes deterministic repeated output (vLLM, 2026-08-31)	an unnamed vLLM user — issue #54490 "[Bug]: enabling prefix caching changes deterministic repeated output" (state OPEN, created 2026-08-31)	https://github.com/vllm-project/vllm/issues/54490	"The minimal accepted prefix-cache configuration produces different text for two identical long-prompt requests, while the no-prefix baseline passes." and "The cache should preserve request semantics or reject the unsupported interaction." The repro uses `vllm serve ... --enable-prefix-caching`, one long prompt, `temperature: 0`, two identical requests, and the observed failure string verbatim: "chat_prefix_cache_repeat: prefix-cache repeat outputs differ or request failed."	any root-cause analysis or maintainer response; the issue is a raw reproduction with no linked fix.	READ BODY
S14	OPEN-5	Prefix-cache hash *configuration* changes deterministic repeated output	an unnamed vLLM user — issue #54487 "[Bug]: prefix-caching hash configuration changes deterministic repeated output" (state OPEN, created 2026-08-31)	https://github.com/vllm-project/vllm/issues/54487	"The same long prompt at temperature 0 returns different HTTP 200 text across two requests; the short repeat contract passes and the Qwen2.5 control passes." and "Identical deterministic requests should remain stable, independent of the cache hash configuration." Launch flags verbatim: `--enable-lora --prefix-caching-hash-algo sha256_cbor --mamba-cache-dtype float32`.	this is the reproducibility half of the hash-algorithm question that CLOSED-1 only answered for *collision resistance*, not for *output invariance across hash settings*. No fix or triage visible.	READ BODY
S14	OPEN-6	KV block corruption in the base scheduler, non-deterministic at T=0 without prefix caching	Yunzez — vLLM issue #39146 "[Bug]: KV block corruption in base scheduler, Non-deterministic output at temperature=0 without prefix caching" (state OPEN, created 2026-04-07; the sibling issue #37076 it references was bot-closed, see ABANDONED-2)	https://github.com/vllm-project/vllm/issues/39146	"We fuzzed with prefix-cache but forgot to fuzz without it 😅. But when testing `--speculative-config`, we found a KV block corruption bug that reproduces with **no `--enable-prefix-caching`**. Identical prompts at `temperature=0` produce **_completely_** different output sequences across runs, confirmed **10/10** on three independent traces." and "**This is distinct** from #37076, because that requires `--enable-prefix-caching` and shared prefix content. PR #37164 addresses the TOCTOU race inside `get_computed_blocks()`, while it's not merged, that TOCTOU should not affect the base vllm. SO, these findings point to a separate block lifecycle bug in the base scheduler's non-APC path." Impact statement verbatim: "The corruption reproduces with 4–5 concurrent requests on a fully default server. **Any production deployment is potentially affected**."	identification and fix of the base-scheduler block lifecycle bug; the only candidate TOCTOU patch (PR #37164) is still OPEN and by the reporter's own argument does not cover this path.	READ BODY
S14	OPEN-7	vLLM V1 prefix caching caused non-deterministic greedy output — issue never filled in	an unnamed vLLM user — issue #39389 "[Bug]: V1 engine prefix caching was causing non-deterministic outputs during greedy decoding T=0" (state OPEN, created 2026-04-09)	https://github.com/vllm-project/vllm/issues/39389	the issue body's bug section reads, in full, "NA" (the reporter never filled in the template) while the title asserts the failure and the issue remains open.	essentially everything — no repro, no triage, no fix, no closure. It is evidence that the question is being asked repeatedly, not evidence of a specific missing mechanism.	READ BODY
S14	OPEN-8	`--deterministic-prefix-caching` for reproducible prefill (ROCm) is an unmerged proposal	gigamonkeyx — vLLM PR #40179 "[Core] Add --deterministic-prefix-caching for reproducible prefill on ROCm" (state OPEN, 1 commit, opened 2026-04-17)	https://github.com/vllm-project/vllm/issues/40179	the PR title itself is the proposal: "[Core] Add --deterministic-prefix-caching for reproducible prefill on ROCm". Page header verbatim: "gigamonkeyx wants to merge 1 commit into vllm-project:main".	review and merge; the flag does not exist in vLLM main. (This is a proposal, not shipped — hence OPEN, not CLOSED.)	READ BODY
S14	OPEN-9	Batch invariance is broken when sequence parallelism / async TP is enabled	LioEinaudi — vLLM issue #56370 "[Bug]: Batch invariance is broken when sequence parallelism / async TP is enabled (`VLLM_BATCH_INVARIANT=1` + `pass_config.enable_sp`)" (state OPEN, created 2026-09-11)	https://github.com/vllm-project/vllm/issues/56370	the title states the failure verbatim; the environment block records "vLLM main @ 7470082 (2026-09-10), Python sources with the v0.29.0 precompiled ker..." (page rendering cuts the line). The issue carries the `bug` label and links sibling issue #56377.	the strength of the batch-invariance guarantee under the shipped optimization passes. Note this is adjacent to our subsection rather than squarely in it — it is a determinism hole in the same feature whose KV interaction OPEN-1/OPEN-2 cover.	READ BODY
S14	OPEN-10	Prefix cache hit rate collapses with concurrency on hybrid KV managers (still unresolved)	manueldomke (with independent reproduction by stecasta) — vLLM issue #42948 "[Bug]: Prefix-cache 0% hit on re-sent request — DeepSeek-V4-Flash hybrid groups lose all first-block cache keys on every request reassignment (DSv4 variant of #32802)" (state OPEN, created 2026-05-18)	https://github.com/vllm-project/vllm/issues/42948	independent reproduction by stecasta verbatim: "Sharp cliff between BS=2 and BS=4 with pool nowhere near full, consistent with your "destroys cache keys even when the pool has free space" diagnosis. Block-pool instrumentation confirms ~92% of get_new_blocks allocations destroy a cached entry during the failing runs." The measured hit-rate table verbatim: "| BS | KV pool util | Prefix cache hit | ... | 1 | 0.2% | 94.3% | | 2 | 0.5% | 94.3% | | 4 | 0.9% | 1.0% | | 8 | 6.2% | 0.3% |". Author's own reframing verbatim: "You're right that I built the PR on the wrong mental model".	the structural fix landed only for the DSv4 sliding-window shape (CLOSED-8). The general "free block == cached prefix entry" conflation in vLLM is documented as unfixed — the author's own words verbatim: "vLLM conflates "free physical block" with "cached prefix entry"; a two-tier pool, refcount-based pinning, or stale-marking on eviction would all be cleaner long-term solutions." The RFC that this defers to is OPEN-11.	READ BODY
S14	OPEN-11	RFC to standardize KV-cache layouts (the structural prerequisite) is open, WIP PR has 93 commits	LucasWilkinson — vLLM issue #42082 "[RFC]: Standardize KV-cache Layouts" (state OPEN, created 2026-05-08) + PR #42374 "[Core][WIP][1/N] Standardize kv layout" (state OPEN)	https://github.com/vllm-project/vllm/issues/42082	"Right now attention backends can have semantically different and physically different KV-cache layouts. This leads to messy KV-connector code (i.e. lots of is_mamba and is_mla flags), and creates a tight coupling between KV-connector and the attention backends". It is explicitly labelled `RFC` and remains open.	the heterogeneous per-page-size pool that the ABANDONED-3/4/5 authors identified as the real fix. manueldomke's verbatim pointer to it: "The real avenue is heterogeneous per-page-size pools so the bs=4 SWA indexer stops costing 64× its useful storage: #42082 (RFC) + #42374 (WIP)."	READ BODY
S14	OPEN-12	SGLang radix cache + deterministic inference: two roadmap items still unchecked	Fridge003 — SGLang issue #10278 "[Feature] Support deterministic inference with Batch Invariant Ops" (the issue that the SGLang deterministic-inference doc links as the roadmap). State on the page: CLOSED with `stateReason=COMPLETED`, but the body's checklist is not complete.	https://github.com/sgl-project/sglang/issues/10278 - Verbatim quote of the asking (the checklist as retrieved, unchecked items verbatim): "### Radix Cache Support / - [x] FA3 supported given its already 1-stage prefill at the beginning / - [x] Triton Supported by PR: https://github.com/sgl-project/sglang/pull/11147 @hebiao064 @zminglei @byjiang1996 / - [ ] FlashInfer Support / - [ ] Making Prefill with Radix Cache has the same output as Prefill without Radix cache @hebiao064 @hanming-lu". Also unchecked: "### Model Support ... - [ ] Qwen3 Next (Linear Attention)".		exactly the two named items — FlashInfer + radix cache under deterministic inference, and equality of output between radix-cached prefill and uncached prefill. The issue being marked COMPLETED while these boxes are unticked is a bookkeeping inconsistency, not a fix.	READ BODY
S14	OPEN-13	SGLang HiCache silently never backs up a hybrid-Mamba prefix ending on a chunk boundary	decajoin — SGLang PR #30850 "[HiCache] fix: hybrid-mamba prefix ending at chunk boundary is never backed up" (state OPEN, opened 2026-07-11)	https://github.com/sgl-project/sglang/pull/30850	"With hybrid-Mamba models + hierarchical cache (write_through) + chunked prefill, any prompt whose page-aligned length is an exact multiple of chunked_prefill_size is silently never backed up t..." (page rendering truncates; the leading sentence is the motivation section as retrieved).	merge. This is a correctness bug in the disk-persistence path (KV cache dumping to disk) that produces silent non-persistence rather than an error, with a fix proposed but unreviewed.	READ BODY
S14	OPEN-14	SGLang chunked-prefill + radix-insert race corrupts KV pages	andreasknopke — SGLang issue #38319 "[Bug] Chunked Prefill + Radix Insert race corrupts KV pages (QSA, Qwen3.8-Flash-Next)" (state OPEN, created 2026-09-07; assigned to alphabetc1 on 2026-09-11)	https://github.com/sgl-project/sglang/issues/38319	the title states the corruption verbatim. The timeline shows a fix commit referenced on 2026-09-11 whose message is verbatim: "fix(mem_cache): eliminate chunked-prefill radix-insert race corrupting QSA KV pages\n\nFixes #38319".	the referenced fix had not landed as of 2026-09-13; the issue is open and only two days old at the research date.	READ BODY
S2	OPEN-1	Where should the single retained recurrent-state checkpoint be placed in a hybrid model?	nicholaskh-ai (vLLM), RFC #55697, with three follow-up PRs #55873 / #55875 / #55876 submitted for review	https://github.com/vllm-project/vllm/issues/55697	"The core dilemma is that **from an engine-internal perspective, it is virtually impossible to heuristically predict where that single, high-value checkpoint boundary should be placed**. Geometry-based interval chopping frequently misses the actual shared premise or prematurely cuts across context. Conversely, **from the business application's perspective, this boundary is immediately obvious and trivial to locate** (e.g., precisely at the junction where a shared source item, document context, or system premise ends)."	A decision on the mechanism (application-supplied `<|mamba_checkpoint|>` marker vs an engine heuristic), plus review of the three split PRs. The RFC reports production numbers on L40S (Qwen3.5 35B, "+110.2% Throughput (2.1x Speedup)", "5.9 QPS to 12.4 QPS") but as of retrieval the issue is still OPEN and the PRs are only "submitted for upstream review".	READ BODY
S2	OPEN-2	Prefix-cache retention is one global scalar; hit-inert EAGLE sliding-window draft groups still spend the shared LRU	vLLM contributor RFC #54661	https://github.com/vllm-project/vllm/issues/54661	"On hybrid models that carry an EAGLE-style sliding-window draft group (DFlash/DSpark-shaped drafters), that group hashes `cdiv(sliding_window - 1, block_size) + 1` block ids at *every* prefix-cache boundary and frees them *cached* onto the protected tail of the one LRU that all groups share, while — once it is exempted from the hit `min` — contributing nothing to the reconciled hit length. On a GLM-5.3-Flash deployment this one group spends 87% of the prefix cache and caps coexisting conversations at ~50K tokens each."	Agreement on the policy before any code is posted ("This RFC asks for agreement on the policy before any code is posted as a PR."). The RFC also flags its own evidence status verbatim: "All numbers below are **deployment evidence from a vLLM fork**, not upstream verification".	READ BODY
S2	OPEN-3	Fine-grained (sub-block) prefix hits for sliding-window groups	vLLM issue #53786 (filed against `0.26.1rc1.dev926+gb05ae5dc0` and re-verified on `main` @ 2026-08-25); a regression guard PR #54663 is open	https://github.com/vllm-project/vllm/issues/53786	"In a hybrid coordinator using fine-grained align-mode Mamba hits, any coarser cache group whose manager lacks fine-grained lookup disables fine-grained hits for the shared lookup boundary ... `SlidingWindowManager` sets `supports_fine_grained_hash_lookup = False` and its block size differs from the hash unit, so `--prefix-match-unit 16` is accepted and then disabled with a single boot warning" — followed by the quoted warning text "WARNING [kv_cache_coordinator.py] Disabling fine-grained prefix-cache hits because these KV cache managers require block-aligned lookups: SlidingWindowManager." and the observation "The SWA lookup itself asserts *"Fine-grained partial hits are not supported for sliding window now"*, which reads as an acknowledged TODO."	A merged implementation. Two attempts exist and both were closed unmerged (see ABANDONED-3); the surviving artifacts are the open regression-guard PR #54663 and the open bugfix PR #53802 "[Bugfix] Register hybrid prefix-cache boundaries at hittable positions".	READ BODY
S2	OPEN-4	Hybrid GDN prefix-cache hits can return NaN logits (correctness, not performance)	vLLM bug report #55766 (v0.28.0, Qwen3.8-27B hybrid Gated-DeltaNet + attention, TP2 on 2x H100-80GB), open	https://github.com/vllm-project/vllm/issues/55766	"Decode-produced boundary checkpoints are never prefix-cached in v0.28.0 (the running block is freed before `cache_blocks`), so only prefill chunk ends matter, which is consistent with the trigger being the prompt length. The Mamba/GDN checkpoint written when a prefill ends 4 to 10 tokens past a block boundary appears to be bad; a later request restores it from the prefix cache, produces NaN, and the NaN block is then itself cached, which is why the retry fails identically."	"Analysis so far (root cause not established)". The reporter has only client-side workarounds ("Salt the next request (`cache_salt`) when the previous prompt's length mod 816 falls in {4, 6, 8, 10}.") and states explicitly "we have no engine fix".	READ BODY
S2	OPEN-5	Hybrid mamba prefix-cache hit indexes the mamba block table in the wrong units	vLLM bug report #55600, open	https://github.com/vllm-project/vllm/issues/55600	"`MambaHybridModelState.add_request` seeds the running mamba state slot as `(num_computed_tokens - 1) // self.cache_config.block_size`, but by the time it runs, `EngineCore._initialize_kv_caches` has already reassigned `cache_config.block_size` to `min(block_size of prefix-cacheable groups)`. For hybrid models that carry an extra attention group with a small block size (here: a DFlash2/EAGLE-style drafter group with sliding-window spec, block 64 or 1024), that minimum is far below `cache_config.mamba_block_size` (7168 here)." Consequence, verbatim: "Above the row width this is an illegal memory access (Xid 31, `FAULT_PDE ACCESS_TYPE_VIRT_READ`); below it, the request silently restores the KDA/mamba state from an unrelated block."	A fix for the unit mismatch between `cache_config.block_size` (lowered to the smallest prefix-cacheable group) and `mamba_block_size`; the issue is open with no linked merged PR.	READ BODY
S2	OPEN-6	Prefix caching on Mamba-2/GDN hybrids produced 0% hits in v0.26.0 (silent no-op)	vLLM issue #51250 (Qwen3_5MoeForConditionalGeneration), open	https://github.com/vllm-project/vllm/issues/51250	"On Qwen/Qwen3.6-35B-A3B (architecture: Qwen3_5MoeForConditionalGeneration — a Mamba-2/GDN hybrid), enabling prefix caching (--enable-prefix-caching) results in 0% prefix-cache hits even for requests that share a long, identical prefix. The model's recurrent conversational + SSM state is not stored in the APC (which tracks attention KV blocks), so no prefix-cache entries are created. As a result, prefix caching is effectively a silent no-op." Measured evidence quoted verbatim: "vllm:prefix_cache_queries_total 1131 / vllm:prefix_cache_hits_total 0". The ask is explicit: "Preferably either: - vLLM should warn that --enable-prefix-caching is ineffective for hybrid SSM/Mamba models, or - vLLM should be extended to support caching the recurrent conv+SSM state so shared-prefix prefill reuse works for these hybrids."	The issue is still open and self-labelled "Not re-verified on current main". Later merged work (CLOSED-8 / CLOSED-9) covers Kimi-K3/FlashKDA checkpoint paths, but no merged change tied to this issue was found, and the residual question — a general warning/telemetry for ineffective hybrid APC — remains open.	READ BODY
