seg	id	title	who	url	closure	quote	date	evidence
S12	ABANDONED-2	vLLM — Prefill Context Parallel (PCP) for GQA FlashInfer (the split-out follow-up to the merged basic PCP PR)	pisceskkk and LookAround0301 (authors), reviewed by LucasWilkinson	https://github.com/vllm-project/vllm/pull/28723 (and its predecessor #26864, https://github.com/vllm-project/vllm/pull/26864)	**PR closed unmerged**, by the **stale bot** ("closed this" with no maintainer closing comment; there is no `Closed as not planned` badge and no human reason statement). I record explicitly that the closure reason is bot text, not a maintainer decision.	"This pull request has been automatically closed due to inactivity. Please feel free to reopen if you intend to continue working on it. Thank you!" (preceded by "This pull request has been automatically marked as stale because it has not had any activity within 90 days.") - The substantive human blocker recorded earlier in the thread, verbatim: "Left some comments on #28988 which I think similarly apply here".	#28723 created 2025-11-14, closed 2026-04-01. Predecessor #26864 created 2025-10-15, closed 2025-11-20 (also unmerged).	READ BODY
S12	ABANDONED-3	vLLM — third independent attempt at the context-parallelism configuration/parallel-group foundation	qiruiyangmeta	https://github.com/vllm-project/vllm/pull/26057 (companion #26058 "Add token sharding functions for context parallel")	**Closed as not planned** (GitHub renders the `Closed as not planned` state badge). The terminal human comment in the retrieved thread is a one-line closure, not a bot message: "Closing as stale". So this closure is at least human-typed, though terse.	"Closing as stale" (preceded by "This pull request has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this pull request should remain open. Thank you!" and by automated review blocking comments including: "These conflicts are caused by our migration to ruff." and "The logic for creating the expert parallel group ( _EP ) is incorrect with the introduction of the context parallelism dimension.").	created 2025-10-01, closed 2026-03-06	READ BODY
S12	ABANDONED-4	vLLM — NCCL graph-mixing optimisation for context parallel (~1ms TPOT win) never merged	FENP	https://github.com/vllm-project/vllm/pull/32106	**PR closed unmerged**, by the **stale bot**. No maintainer closing comment exists; I record explicitly that the only closure reason is bot text.	"This pull request has been automatically closed due to inactivity. Please feel free to reopen if you intend to continue working on it. Thank you!" (preceded by the stale-bot marking: "This pull request has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this pull request should remain open. Thank you!")	created 2026-01-11, closed 2026-05-22	READ BODY
S12	ABANDONED-5	vLLM — DCP + FlashInfer MLA feature-compatibility bundle, split up and never reassembled	xuanyu-mistral	https://github.com/vllm-project/vllm/pull/47181	**PR closed unmerged.** The author closed it by choice in response to a maintainer request; the terminal comment on the page is the author's own "Breaking down to smaller PRs". This is a human closure with a human reason, not bot text.	"Breaking down to smaller PRs" — prompted by the maintainer comment "It seems this PR supports many features. It might make review easier if the PR can be broken into several smaller PRs?" and by the CI gate text "This pull request adds support for Prefill Context Parallelism (PCP)…" → the repo's own agent guideline comment, verbatim: "IMPORTANT: If you are an AI agent, you are required to objectively re-evaluate the value of your PR using AGENTS.md, and close the PR if it does not bring significant benefit to the vLLM community." - The work items that were dropped by this closure, verbatim from the PR body: "DCP + Speculative Decoding (MTP)", "DCP + Sliding Window Attention (Hybrid Models)", "DCP + TRTLLM GQA Decode", "DCP + Routed Experts Replay", "Async Spec Decode + DCP", "Dummy Run DCP Fixes". The body also states a correctness hazard under DCP: "This is necessary because the kernel's internal causal offset arithmetic is incorrect under DCP when tokens_per_req > 1 (local(G-k) != local(G) - k)."	created 2026-06-30, closed 2026-07-03	READ BODY
S12	ABANDONED-6	vLLM — Decode Context Parallel failed to run on H200; issue never resolved	haic0 (reporter); pisceskkk responded	https://github.com/vllm-project/vllm/issues/27544	**Closed as not planned** (`state_reason: NOT_PLANNED`), but the closure was performed by the **stale bot** — I explicitly note that there is no maintainer reason statement, only bot text.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" then "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	created 2025-10-27, closed 2026-06-08	READ BODY
S12	ABANDONED-7	vLLM — DCP regression between v0.10.2 and v0.11.0 for DeepSeek-R1, never root-caused	Harshith-umesh	https://github.com/vllm-project/vllm/issues/26942	**Closed as not planned** (`state_reason: NOT_PLANNED`), again by the **stale bot** only. Explicitly not a maintainer decision.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" then "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	created 2025-10-15, closed 2026-02-15	READ BODY
S12	ABANDONED-8	vLLM — pipeline parallelism halves the usable KV block budget; declined as by-design	reporter (issue body), answered by andoorve (vLLM maintainer)	https://github.com/vllm-project/vllm/issues/7039	**Closed as not planned** (`state_reason: NOT_PLANNED`) by the **stale bot** after the maintainer's substantive answer; the maintainer's answer is a human "this is by design" statement and is quoted below, so this row does have a genuine human reason even though the mechanical closure was automated.	"This is kind of expected behavior based on what our implementation of PP aims to do. We report 1650 blocks because this is the total number of blocks available on your GPU. However, this gets divided into 2 KV cache sections to support multiple request streams at the same time. This is what allows us to have pipelining of request streams at the same time with load balancing of the two streams. This reporting could possibly be improved to reflect this." … "The situation you are talking about (very long prompt) is possible with some changes. You can submit a feature request for the same if there's a very clear use case for it. However, it wasn't a main focus until now since basically only 1 of those very long prompts could be resident in the cache at a time. This would mean essentially no pipelining, and you might want to see if tensor parallelism serves your use case better." The maintainer later restated it definitively: "So the halving is fundamental to the implementation here, whether you use 1 node or multiple the number of blocks per microbatch slot will be less compared to without pipeline parallelism."	created 2024-08-01, closed 2024-12-01	READ BODY
S12	ABANDONED-9	vLLM — FP8 KV cache + DCP for MLA, benchmarked on 8× and 16× RTX PRO 6000, never merged	grimulkan	https://github.com/vllm-project/vllm/pull/34795	**Closed as not planned** (GitHub renders the `Closed as not planned` state badge), terminal event is the **stale bot**. No human maintainer closing reason; explicitly bot-driven.	"This pull request has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this pull request should remain open. Thank you!" then "This pull request has been automatically closed due to inactivity. Please feel free to reopen if you intend to continue working on it. Thank you!"	created 2026-02-18, closed 2026-07-05	READ BODY
S12	ABANDONED-10	vLLM — GQA+PCP measured to be a net LOSS below 32K sequence length (the authors' own negative result)	LookAround0301 / pisceskkk (PCP authors) and riou-chen (independent tester); PR #26864	https://github.com/vllm-project/vllm/pull/26864	**PR closed unmerged** (closed 2025-11-20, superseded by the split-out #28723 which itself was stale-closed). The negative measurement below is the authors' own, and is the substantive reason the feature could not be justified as a default.	"but the performance decrease compare to the base. I run the pcp test as above command，and client send request 8K/1K ，2k/1k，1k/1k input/ouput，the test result as follows： the 1K/1K base data: the 1K/1K pcp data the 2K/1K base data: the 2K/1K PCP data Is there any error in my testing method? Why isn't PCP effective?"	created 2025-10-15, closed 2025-11-20	READ BODY
S12	ABANDONED-11	SGLang — zigzag prefill CP withdrawn for every current DeepSeek/GLM model	SGLang project	https://docs.sglang.ai/advanced_features/dcp.html (feature index); the withdrawal is stated in five cookbook pages in the local tree, e.g. `/tmp/kvsrc/sglang-main/docs/cookbook/autoregressive/DeepSeek/DeepSeek-V3_2.mdx` line 438	**Feature disabled / withdrawn ("temporarily unavailable")** — a shipped technique that was pulled for the models that most need it. Not a PR closure; a live documentation-level retraction.	"Zigzag prefill CP (`--cp-strategy zigzag`) is temporarily unavailable for DeepSeek V3.2, GLM-5, GLM-5.1, GLM-5.2, and GLM-5.3. Use `interleave` for these models and keep `--dp 1`; interleave DSA CP does not support `--dp` greater than 1." - Also verbatim from GLM-5.3 (`docs/cookbook/autoregressive/GLM/GLM-5.3.mdx` line 246): "Zigzag prefill CP (`--cp-strategy zigzag`) is temporarily unavailable for GLM-5.3. For prefill CP on CUDA, use `interleave` with `--dp 1` as shown below." - Also verbatim from GLM-5 (`docs/cookbook/autoregressive/GLM/GLM-5.mdx` line 97): "**Prefill CP on CUDA**: Zigzag (`--cp-strategy zigzag`) is temporarily unavailable for GLM-5. Use `--enable-prefill-cp --cp-strategy interleave` with `--dp 1`."	as of the retrieved tree (SGLang docs current at retrieval, 2026-09)	READ BODY
S12	ABANDONED-12	vLLM docs — disaggregated prefill is documented as NOT a throughput win	vLLM project (the docs page's own warning)	`/tmp/kvsrc/vllm-main/docs/features/disagg_prefill.md` (live: https://docs.vllm.ai/en/latest/features/disagg_prefill.html)	**Shipped feature with an explicit negative scope statement** — the technique is published and supported, but the project states in its own docs that the headline benefit does not exist. This is a paper/doc-level negative result (Hard Rule 7).	"!!! note Disaggregated prefill DOES NOT improve throughput."	doc current in retrieved tree (vLLM main)	READ BODY
S12	ABANDONED-13	"Beyond the Buzz: A Pragmatic Take on Inference Disaggregation" — disaggregation is not a universal solution	arXiv 2506.05508 (authors' own conclusion)	https://arxiv.org/abs/2506.05508 (full HTML v1: https://arxiv.org/html/2506.05508v1)	**Published negative/limiting result** — the paper's headline finding undercuts the multi-node disaggregation technique for a large part of the design space.	"As demonstrated in Figure 1, disaggregation is not a universal solution. In the following sections, we examine the performance benefits of disaggregated inference serving across a broad design space."	arXiv 2506.05508, retrieved 2026-09	READ BODY
S12	ABANDONED-14	Star Attention — distributed attention is SLOWER than ordinary single-machine inference below 32K	NVIDIA (Acharya, Jia, Ginsburg), the paper's own Appendix C.1 / Table 6	https://arxiv.org/abs/2411.17116 (full HTML v1: https://arxiv.org/html/2411.17116v1)	**Published result that undercuts the technique's own applicability range** (Hard Rule 7). The multi-host sharding scheme is a net loss for short and medium contexts, and the paper states this itself.	"For sequence lengths below 32K, vanilla inference is faster than the distributed attention mechanisms, primarily due to the GPU communication overhead incurred in the distributed setups. However, in long context scenarios i.e. on sequence lengths exceeding 32K tokens, Star Attention begins to demonstrate clear performance advantages." - The paper's own Table 6 numbers make the loss concrete for Llama3.1-8B-Instruct: `16K → Vanilla 7s, Ring 10s, Star 9s`; `32K → Vanilla 10s, Ring 12s, Star 10s`; `64K → Vanilla 18s, Ring 22s, Star 12s`; `128K → Vanilla OOM, Ring 53s, Star 20s`. - The technique also permits accuracy loss by design, verbatim: "The choice of block size is dependent on the user on how much accuracy can be traded for improved speed." and the reported quality gap, verbatim: "Notably, Star Attention achieves scores nearly identical to global attention in Single-NIAH tasks. However, in more complex tasks such as Multi-NIAH and QA, it shows slight decline in performance, with reductions ranging from 1.6% to 4.9% in Multi-NIAH and 0.9% to 6.8% in QA tasks."	arXiv 2411.17116v1, 2024-11-26	READ BODY
S12	ABANDONED-15	vLLM — the unified `context_parallel_size` design, superseded by the split PCP/DCP config (REAL maintainer reason)	qiruiyangmeta (author), closed by vLLM maintainer hmellor	https://github.com/vllm-project/vllm/pull/26058 (`Add token sharding functions for context parallel`); companion PR #26057 is the same design's config half	**PR closed unmerged by a human maintainer with a technical reason.** This is the cleanest ABANDONED row in this subsection because the closure is a maintainer verdict, not bot text and not a stale timer.	"This PR has been superseded by the Prefill Context Parallel (PCP) and Decode Context Parallel (DCP) implementations that have since been merged: [Feature] Prefill Context Parallel (PCP) basic support #28718 (PCP basic support) [Feature] Support Decode Context Parallel (DCP) for MLA #23734 (DCP for MLA) [DCP] Support Decode Context Parallel (DCP) for GQA with FlashAttention #24864 (DCP for GQA with FlashAttention) The codebase now uses separate prefill_context_parallel_size / decode_context_parallel_size config fields and get_pcp_group() / get_dcp_group() rather than the unified context_parallel_size / get_cp_group() approach proposed here. Thank you for the contribution!" - The abandoned design's own sharding scheme, verbatim from the PR body: "Causal attention imposes a varying computational load for each token, as shown in the following figure. To ensure an even workload distribution, tokens should be partitioned across different context parallelism (CP) ranks. Specifically, the sequence is divided into 2 × cp_world_size chunks. Each CP rank i is assigned both the i-th chunk and the (2 × cp_world_size - i - 1)-th chunk."	created 2025-10-01, closed 2026-03-06	READ BODY
S12	ABANDONED-16	vLLM MoRIIO — multi-node TP16 prefill→decode KV dispatch fixed three times, all closed unmerged	chaeminlim-mb (+ edwinlim0919, MangoBoost)	https://github.com/vllm-project/vllm/pull/45228 (plus predecessors/follow-ups #43063 and #45230, per an independent research sub-agent's retrieval)	**PR closed unmerged** — superseded by three other PRs that did merge. The closer comment is a human statement, so this row has a substantive (non-bot) reason.	"The issue that this PR targets has been addressed by #46116, #46115, and #47495, all of which have been merged. This PR can be safely closed."	created 2026-06-11, final close ~2026-08-14	READ BODY (for #45228; #43063/#45230 quotes are sub-agent-retrieved)
S12	ABANDONED-17	vLLM — revert of "[Nixl][PD] DCP support for MLA models" after it broke DeepSeek-V4-Flash	vllm-agent (author of the revert PR), 1 commit	https://github.com/vllm-project/vllm/pull/54386 (reverts #50611)	**Revert PR closed unmerged** in favour of a narrower fix; the substantive statement is in the PR body itself, plus the terminal comment "A narrower fix is now available in #54400 ." — a human/automated-agent technical reason, not a stale timer.	"The regression is one gated assignment. In SparseAttnIndexer.cp_kv_cache_interleave_size , the memoization is conditional: if isinstance ( get_forward_context (). attn_metadata , dict ): self . _cp_kv_cache_interleave_size = value return value When attn_metadata is not a dict , the value is never cached, so every subsequent forward re-enters get_current_vllm_config() . Outside a set_current_vllm_config() context that raises. Caching unconditionally on first access — or resolving the value eagerly in Worker.initialize_from_config , as the docstring says already happens — should fix this without a revert. If a maintainer lands that, please close this PR."	closed 2026-08-30	READ BODY
S12	ABANDONED-18	SGLang — DSA context-parallel sparse prefill produced incorrect long-context output (stale-closed)	SGLang contributor (PR #27276)	https://github.com/sgl-project/sglang/pull/27276	**PR closed unmerged by the stale bot.** Reported by an independent research sub-agent with the bot text "Closing this because it has had no updates in 99 days." I did not personally open this page, so I mark the evidence level accordingly and explicitly note that the closure reason is bot text only.	"Closing this because it has had no updates in 99 days." — the technical content of the PR body was recorded as: "the sparse path is selected by a CP-blind gate and then runs with global, contiguous query geometry, which is wrong once round-robin CP strides each rank's tokens — producing incorrect long-context output".	closed 2026-09-12	TITLE ONLY
S12	ABANDONED-19	SGLang — FlashInfer prefill context parallel, closed as an unmaintained draft (stale bot)	SGLang contributor (PR #21865)	https://github.com/sgl-project/sglang/pull/21865	**PR closed unmerged by the stale bot.** Sub-agent-retrieved; closure reason is bot text only, and the PR was never taken out of draft.	"Closing this because it is still a draft and has not been updated in 146 days." — the PR body was recorded as noting "no CUDA graph support for CP".	closed 2026-08-27	TITLE ONLY
S12	ABANDONED-20	SGLang — "Context Parallel KV Cache resharding for Prefill Node", closed with no stated reason at all	Shunkangz (SGLang contributor)	https://github.com/sgl-project/sglang/pull/25846	**PR closed unmerged by its own author, with NO comment anywhere on the page and an empty PR template.** Recorded explicitly because there is no reason to quote — I am not going to invent one. Sub-agent-retrieved.	*(none exists — the PR body is the unmodified SGLang template and the timeline carries no closing comment; the only citable text is the title itself)*	created 2026-05-20, closed 2026-08-07	TITLE ONLY ---
S13	ABANDONED-1	ACE — Attention-Weighted Context Eviction for multi-turn agentic tool results	KikoCisBot, PR author, on vLLM (PR #42645 "[RFC] feat(context): ACE — Attention-Weighted Context Eviction for multi-turn tool results")	https://github.com/vllm-project/vllm/pull/42645	PR closed UNMERGED by the author on 2026-08-10 after a self-run benchmark; the author states the design lost to doing nothing. Not stale-bot, not maintainer-closed — an author withdrawal with measured data.	"Withdrawing this: I measured it against doing nothing, and it lost Closing this rather than leaving it open, because I no longer believe the design in it."	created 2026-05-14 (first author comment 2026-05-14T14:12:48Z); closed 2026-08-10 (closedTime 2026-08-10T05:36:27Z)	READ BODY
S13	ABANDONED-2	TensorRT-LLM — Reuse V2 decode KV cache across turns	erictsai-nv (PR author), closed by nvpohanh (Collaborator) on NVIDIA/TensorRT-LLM	https://github.com/NVIDIA/TensorRT-LLM/pull/18711	PR closed UNMERGED by a human maintainer. This is a direct, deliberate abandonment of cross-turn decode-KV reuse in the V2 cache manager.	"Closing this for now. I will ask @erictsai-nv to continue working on this when he is back."	last review activity 2026-09-04; closed 2026-09-08 (closedTime 2026-09-08T00:51:04Z)	READ BODY
S13	ABANDONED-3	Prefix caching for small reasoning models — measured to make serving WORSE	Qi Li et al. (HKUST-GZ), paper "Reasoning Language Model Inference Serving Unveiled: An Empirical Study"	https://arxiv.org/abs/2510.18672	Not a PR — this is a PUBLISHED paper whose own experiments conclude the technique does not pay off in the relevant regime. This is the single most consequential negative finding for the target researcher (Qwen3-4B is the 4B scale).	"However, for 7B models, prefix caching negatively impacts efficiency, leading to increased latency."	submitted 2025-10-21	READ BODY
S13	ABANDONED-4	Elastic KV Cache — reclaiming the prefill-activation reserve	Sathishkumar Sivashanmugam	https://arxiv.org/abs/2608.23658	Published paper reporting an explicit negative result on its own premise (and a note that prefix caching still works with the mechanism).	"Having built the mechanism, we test the premise it rests on and report an honest negative result. It only pays off if a small prefill chunk size badly hurts prefill latency. In a controlled experiment injecting long prompts into a live decode load, that penalty is small (median time-to-first-token differs by about 1% between chunk sizes of 8192 and 32768 tokens), because prefill is compute bound and decode consumes only about one token per sequence per step. Simply lowering max_num_batched_tokens recovers more KV than the controller does, at nearly equal latency."	submitted 2026-08-24	READ BODY
S13	ABANDONED-5	Immediate online KV compaction for agents	authors of "Practical Online KV Cache Compaction for LLM Agents: An Empirical Study"	https://arxiv.org/abs/2608.00902	Published empirical study whose headline result is that the naive (immediate) form of the technique hurts. The negative finding is the paper's main contribution.	"Experiments on BrowseComp-Plus and WideSearch show that immediate compaction often hurts performance, whereas delaying compaction to use the agent's future queries recovers much of the gap. Moreover, TE is often more robust than AM under imperfect proxies."	submitted 2026-08-02	READ BODY
S13	ABANDONED-6	SGLang — strip the Anthropic billing header so Claude Code turns can share a prefix	joninco, PR author, on SGLang	https://github.com/sgl-project/sglang/pull/21064	PR closed UNMERGED by the author (joninco closed this May 10, 2026). No maintainer merge; the fix did not land.	"Anthropic SDK clients (e.g. Claude Code) include an `x-anthropic-billing-header` block in the system prompt that contains a per-request conversation context hash (`cch=...`). Because this block is the first system prompt entry and changes on every request, it produces a different token prefix each time, defeating RadixAttention prefix caching for the entire conversation."	created 2026-03-21, closed 2026-05-10	READ BODY
S13	ABANDONED-7	vLLM — auto-revert of "[Mamba] enable prefix cache by default"	vllm-agent (CI failure analyzer bot-authored PR), closed by noooop	https://github.com/vllm-project/vllm/pull/51098	Revert PR closed UNMERGED (mergedTime is null; "noooop closed this Aug 5, 2026"). The forward fix was preferred over the revert, so the revert itself was abandoned — but the underlying failures were real and are recorded verbatim.	"The PR removed the and not model_config.is_hybrid guard in _set_default_chunked_prefill_and_prefix_caching_args (vllm/engine/arg_utils.py), so prefix caching now defaults to on for hybrid/Mamba models, and vllm/model_executor/models/config.py now unconditionally defaults mamba_cache_mode to "align" instead of "all". Two consequences: "align" mode asserts scheduler_config.enable_chunked_prefill. Any hybrid-model configuration that explicitly passes enable_chunked_prefill=False — previously valid, since prefix caching was off — now fails hard at VllmConfig validation."	opened 2026-08-05, closed 2026-08-05	READ BODY
S13	ABANDONED-8	T-LRU — conversation-aware KV cache eviction RFC	wenxinzhang0 on vLLM (RFC issue #37823)	https://github.com/vllm-project/vllm/issues/37823	Closed as NOT_PLANNED. CLOSURE WAS BY AUTOMATED STALE BOT — there is NO human maintainer reason on the page. Do not read this as a maintainer decision.	"This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	opened Mar 22, 2026; stale-marked 2026-06-25; auto-closed 2026-07-27	READ BODY
S13	ABANDONED-9	vLLM — cache system prompt token ids	vLLM issue author (issue #29286 "[Performance]: cache system prompt token ids")	https://github.com/vllm-project/vllm/issues/29286	Closed as NOT_PLANNED with labels `performance` and `stale`. CLOSURE WAS BY AUTOMATED STALE BOT — no human maintainer reason is present on the page.	"This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	opened 2025-11-24; auto-closed (NOT_PLANNED per page metadata)	READ BODY
S13	ABANDONED-10	vLLM — cache-affinity-aware request ordering for the V1 scheduler (RFC)	an RFC author identifying as "Software engineer at Meta in production ML serving infrastructure" (vLLM issue #42185)	https://github.com/vllm-project/vllm/issues/42185	Closed as NOT_PLANNED with the `stale` label. CLOSURE WAS BY AUTOMATED STALE BOT; no human maintainer reason is present on the page. The RFC explicitly targeted "a [WIP] draft PR" after a feedback period that never produced a PR — page metadata reads "Development: No branches or pull requests".	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!"	opened 2026-05-09; auto-closed (stateReason NOT_PLANNED)	READ BODY
S13	ABANDONED-11	vLLM — Hybrid checkpoint ABI for non-KV prefix resume (RFC)	CarlOskarRost on vLLM (RFC issue #40533)	https://github.com/vllm-project/vllm/issues/40533	Closed as NOT_PLANNED with the `stale` label. CLOSURE WAS BY AUTOMATED STALE BOT; no human maintainer reason is present on the page.	"This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	opened 2026-04-21; stale-marked 2026-07-23; auto-closed 2026-08-25	READ BODY
S13	ABANDONED-12	TensorRT-LLM — Inclusive host KV-cache tier (shadow reuse)	reasonsolo (PR author, closed it), reviewed by lowsfer (Member) on NVIDIA/TensorRT-LLM	https://github.com/NVIDIA/TensorRT-LLM/pull/15828	PR closed UNMERGED by the author on 2026-07-31, after the primary KV-cache-manager reviewer asked to wait and then never approved; three separate review reminders were sent. NO CLOSURE COMMENT WAS POSTED — the author closed silently. The quote below is the last substantive maintainer comment on the design, not a closure statement, and is labelled as such.	"Please hold on until bug reporter's response. It's a design choice. It uses more D2H bandwidth but D2H bandwidth is under-utilized anyway, and it improves cache hit rate because it avoids duplication and can hold more data."	opened 2026-07-02; closed 2026-07-31 (closedTime 2026-07-31T02:13:07Z)	READ BODY
S13	ABANDONED-13	SGLang — Router: honor KV-event storage tiers in the cache-aware tree	Kangyan-Zhou (Collaborator) on SGLang	https://github.com/sgl-project/sglang/pull/38720	PR closed UNMERGED by the author as superseded, then re-split into a stacked series (#39108, #39109, #39110) which are all still OPEN. This is a "closed unmerged" closure but NOT a giving-up; the work moved. Listed for completeness because the closed branch is gone and only the open series carries it.	"Superseded — split into a stacked series and closed. The same change, byte-for-byte, now lands as #39108 (the tier-aware tree), #39109 (the sgl_router_kv_* /metrics series) and #39110 (the real-GPU e2e proof), all with their heads on sgl-project/sglang so they can chain base-to-head. Review there; this branch is gone."	opened 2026-09-09; closed 2026-09-11 (closedTime 2026-09-11T18:23:38Z)	READ BODY
S13	ABANDONED-14	Learned importance scoring for KV compression does not beat random	Brady Steele, "On the Limits of Learned Importance Scoring for KV Cache Compression"	https://arxiv.org/abs/2601.14279	Published negative result — the paper's own headline is that the learned scorer fails.	"Despite architectural sophistication (multi-horizon lookahead, cross-attention), SIP does not outperform simple baselines, including random selection, across 5 seeds, 4 retention levels, and 3 tasks."	submitted 2026-01-13	READ BODY
S13	ABANDONED-15	Nexus — the off-anchor KV splice boundary, and a drift gate that does not predict drift	Mustafa Arslan, "Nexus: Depth-Adaptive KV-Cache Splicing and Retrieval-Decoupled Tool Routing for Agentic LLMs on Unified Memory"	https://arxiv.org/abs/2608.20397	Published paper containing two explicit self-declared negative results that bound the technique. The KV-splice lever — the part relevant to shared-prefix/content-addressed reuse of tool schemas — is the part that is bounded.	"Two negative results bound the design: the off-anchor RoPE fidelity boundary, and the failure of a reference-free drift gate to predict drift (Spearman rho = 0.193)."	submitted 2026-07-01	READ BODY
S13	ABANDONED-16	Cartridges are monolithic and non-compositional — naive mixing collapses to chance	Momchil Hardalov, Gonzalo Iglesias, Adrià de Gispert, "Cartridges at Scale: Training Modular KV Caches over Large Document Collections"	https://arxiv.org/abs/2606.04557	Published paper whose premise check is a negative result on the naive form of trainable shared-prefix KV caches (the "cartridge" line of work).	"A critical limitation of this approach is that cartridges are monolithic and non-compositional: encoding an entire collection into a single KV block does not scale, and naively mixing cartridges trained in isolation collapses performance to near chance."	submitted 2026-06-03	READ BODY
S13	ABANDONED-17	Permanent eviction for reasoning CoT is catastrophic; the SOTA eviction method reproduced at 0-32%	Aojie Yuan, Tianqi Shen, Dajun Zhang, "Not All Thoughts Need HBM: Semantics-Aware Memory Hierarchy for LLM Reasoning"	https://arxiv.org/abs/2605.09490	Published paper reporting a negative result about the dominant approach (permanent eviction of low-importance CoT tokens) AND a failed reproduction of the then-SOTA eviction method.	"The dominant response -- permanently evicting low-importance tokens -- is catastrophic for reasoning: accuracy collapses to 0-2.5% when half the cache is removed."	submitted 2026-05-10	READ BODY
S13	ABANDONED-18	External (CPU/NVMe) KV caching falls below break-even on a large GPU	py-kvcache authors (AtLarge group, VU Amsterdam), "Building py-kvcache: A Performance Characterization of External KV Caching for vLLM with NVMe SSDs"	https://arxiv.org/abs/2609.11744	Published characterization whose conclusion is that the external-tier technique does not pay off in the large-GPU / short-prefix regime — a direct caution for a 96GB single-GPU deployment.	"Bailian trace replays improve TTFT on a weaker GPU, but on an H100 the average request falls below the break-even point and GPU memory alone retains enough prefixes. External KV caching should therefore be treated as a setup specific admission decision."	submitted 2026-09-10	READ BODY
S13	ABANDONED-19	SGLang — Semantic eviction for radix cache	rexxy-sasori on SGLang (PR #20088)	https://github.com/sgl-project/sglang/pull/20088	PR closed UNMERGED after 17 commits ("rexxy-sasori wants to merge 17 commits into sgl-project:main"; page shows "Closed", no merge). No maintainer closure comment was retrievable on the page, so no verbatim closure reason exists.	(no closure statement retrievable — see EMPTY SUBSECTIONS note below; the row is retained only because the artifact and its URL were retrieved, and the closure status "closed unmerged" is read directly from the page)	opened 2026-03-07; closed	READ BODY (page chrome and merge state only; the closure carried no quoted reason) > Rule-3 note: ABANDONED-19 is the one row where the mandatory verbatim closure quote does not exist on the retrieved page. It is retained because the merge state (`Closed`, not merged, after 17 commits) is directly readable, but it should be treated as the weakest row in this class. If strict rule-3 compliance is required, drop ABANDONED-19. ---
S14	ABANDONED-4	vLLM PoC "soft-pin recently-hit prefix-cache entries" — closed by author as a workaround	manueldomke (vLLM contributor)	https://github.com/vllm-project/vllm/pull/42985	PR closed unmerged by the author	"Closing this too — same reasoning as #43302 (close comment). @stecasta's block-pool instrumentation on the #42948 thread (comment) shows the real bug is 131% pool overflow from the homogeneous lcm=256 physical block layout vs DSv4-Flash's {256, 64, 4, 8}-block-size KV groups. Under that overflow, some eviction every alloc cycle is mandatory; the recent-hit set in this PR can only delay the eviction of blocks that have already served a lookup hit, which by itself doesn't help the agentic-rotation case (per @stecasta's BS-sweep: 46% at BS=4, 21% at BS=8 — meaningful mitigation but not a fix). The real avenue is heterogeneous per-page-size pools so the bs=4 SWA indexer stops costing 64× its useful storage: #42082 (RFC) + #42374 (WIP). Closing this PR rather than leaving a workaround in the review queue."	created May 18, 2026; closed May 21, 2026. The PR's own "Known limitations" section stated verbatim: "Heuristic, not principled. "Was hit recently" is a proxy for "will likely be hit again". It works for the chat-template-prelude pattern but adds policy where the original code had clean LRU semantics. Very-high-churn workloads could outrun the recent-hit set." and "Doesn't address the architectural mismatch. vLLM conflates "free physical block" with "cached prefix entry"; a two-tier pool, refcount-based pinning, or stale-marking on eviction would all be cleaner long-term solutions."	READ BODY
S14	ABANDONED-5	vLLM popular-insert extension of the soft-pin — closed as superseded	manueldomke (vLLM contributor)	https://github.com/vllm-project/vllm/pull/43191	PR closed unmerged by the author	"Superseded by #43302 . The protection-based approach in this PR can only mitigate the cascade collapse (max 46%/21% at BS=4/8 per stecasta's independent reproduction); the new PR closes it structurally via deliberate multi-storage with a pre-reserved pristine block pool, hitting 97%+ at the same workload. Closing."	created May 20, 2026; closed May 21, 2026. Its claimed measurement (later invalidated) verbatim: "| 4-step A.1→A.2→B→A.3 | A.3 ~44s, 0.0% hit | A.3 1.4s, 99.95% hit | | 3-step A→B→A | A.2 ~44s, 0.0% hit | A.2 2.2s, 99.92% hit |"	READ BODY
