seg	id	title	hw	url	evidence	note
S12	HW-23	LoongTrain (head-context parallelism) — 8 GPU servers, 4× 200 Gb/s HDR InfiniBand NICs per server	**A cluster of 8 GPU servers, each with 8 NVIDIA Ampere GPUs and 80GB per GPU, intra-node NVLink, and 4× NVIDIA Mellanox HDR (200 Gb/s) InfiniBand NICs per node for inter-node communication.**	https://arxiv.org/abs/2406.18485 (full HTML v1: https://arxiv.org/html/2406.18485v1), §6.1 Experiment Setup	"Testbed. We conduct performance evaluation on a cluster with 8 GPU servers unless specified otherwise. Each server is equipped with 8 NVIDIA Ampere GPUs, 128 CPU cores, and 80GB memory per GPU. Within each node, GPUs are interconnected via NVLINK. Inter-node communication is facilitated by 4 NVIDIA Mellanox HDR (200Gb/s) InfiniBand NICs, without SHARP."	
S12	HW-24	CachedAttention / AttentionStore — 4× A100-80GB on PCIe Gen4 (single node, deliberately NO NVLink)	**4 NVIDIA A100 GPUs, each 80GB HBM, attached to the host over PCIe Gen 4 — plus 128GB DRAM and 10TB of SSDs.** This is the notable *single-node, no-NVLink* datapoint: the technique's whole cost model is built on PCIe bandwidth (~26 GB/s effective), not NVLink.	https://arxiv.org/abs/2403.19708 (full HTML v1: https://arxiv.org/html/2403.19708v1), §4.1 Experimental Setup	"Testbeds. All our experiments are performed on 4 NVIDIA A100 GPUs, each with 80GB HBM. The system is equipped with 128GB DRAM and 10TB SSDs. GPUs are connected to the host via PCIe Gen 4."	
S12	HW-25	NanoCP (2026) — request-level dynamic context parallelism on an H200 cluster with NVLink fabric + 8× 50 GB/s RDMA NICs per node	**A cluster of NVIDIA H200 GPUs; each node has eight GPUs on a fully-connected NVLink fabric (900 GB/s bidirectional) plus eight 50 GB/s RDMA NICs for inter-node communication. Intra-node payload routing is over NVLink; inter-node is over InfiniBand.** This is the most recent (May 2026) published instance of the multi-GPU-required class.	https://arxiv.org/abs/2605.21100 (full HTML v1: https://arxiv.org/html/2605.21100v1), §6.1 Experimental Setup	"We evaluate NanoCP on a cluster of NVIDIA H200 GPUs. Each node has eight GPUs connected by a fully-connected NVLink fabric (900 GBps bidirectional) and eight 50 GBps RDMA NICs for inter-node communication. We use DeepSeek-V3 ( DeepSeek-AI, 2024a ) and Kimi-K2 ( Team et al., 2025 ) as model backbones."	
S13	HW-1	CacheScout — agent-aware KV-cache runtime for multi-agent serving	8× NVIDIA RTX PRO 6000 Blackwell, 96 GB each (plus a 4× H200 TP run for the large-model study)	https://arxiv.org/abs/2608.14624	"Testbed. We run experiments on a server with eight NVIDIA RTX PRO 6000 Blackwell GPUs, each with 96 GB of memory. We use Llama-3.1-8B-Instruct as the main model and run all systems under the same vLLM configuration, GPU memory budget, decoding parameters, and prefix cache settings." The large-model arm is separately multi-GPU: "CacheScout on Qwen3-235B-A22B-FP8 (tensor parallelism over four H200 GPUs)."	
S13	HW-2	Pythia — workflow-predictable agent-native serving	8× NVIDIA A100 80GB on one node, interconnected via NVLink; also references an 8-GPU production coding-agent cluster	https://arxiv.org/abs/2604.25899	"Testbed. We have evaluated Pythia on a server equipped with two AMD EPYC 7J13 CPUs, 1.7TB of DRAM, and eight NVIDIA A100 GPUs (80GB HBM each) interconnected via NVLink."	
S13	HW-3	EpiCache — long-term conversation KV management	8× NVIDIA A100-40GB (PCIe) on a DGX A100 server	https://arxiv.org/abs/2509.17396	"Measurement Setup. We use a server equipped with 8× NVIDIA A100-40GB (PCIe) GPUs and dual Intel Xeon Platinum 8275CL CPUs, with host-device transfers over PCIe 4.0 x16." (sentence continues into the benchmark description in the source)	
S13	HW-4	py-kvcache — external NVMe KV caching for vLLM	4× NVIDIA H100 (PCIe 5.0, 94 GiB HBM2e) node, plus a separate dual-GPU local node; LMCache and llm-d comparisons	https://arxiv.org/abs/2609.11744	"Table 3: Snellius GPU node configuration. ... Server ThinkSystem SD665-N V3 CPU Dual socket AMD EPYC 9334 DRAM 768 GiB, DDR5 GPUs 4 × Nvidia H100 (PCIe 5.0), 94 GiB HBM2e Offload SSD Samsung PM1743 7.5 TB (PCIe 5.0)"	
S13	HW-5	Multi-turn LLM conversations under LRU — hit-ratio theory validated on P/D-disaggregated NPUs	5× Ascend 910B2 NPUs with prefill/decode disaggregation (1 prefiller + 4 decoders)	https://arxiv.org/abs/2609.02027	"Our experiments run Qwen3-8B on five Ascend 910B2 NPUs using a Prefill-Decode disaggregation architecture, with one NPU as the prefiller and four as the decoder pool. Each NPU provides approximately 64 GB of HBM, and the model is deployed under BF16 precision." (next sentence continues: "We reserve 40 GB of the prefiller HBM for the KV cache, such that the block capacity is N = 2,275")	
S13	HW-6	psRL — training-time prefix sharing for agentic RL	multi-node GPU cluster, 4× 80GB A100 per node, 200 Gb/s intra-node and 100 Gb/s RDMA cross-node; the industrial config spans 1536 GPUs	https://arxiv.org/abs/2608.25683	"Hardware settings. We deploy psRL on a large-scale GPU cluster. Specifically, each node is equipped with four 80 GB NVIDIA A100 GPUs and powered by the Intel Xeon Gold 6342 CPU with 48 physical cores and 128 GB host DRAM. Within each node, GPUs are connected via a 200 Gb/s interconnect, while cross-node communication is supported by a 100 Gb/s RDMA network fabric." and "For the industrial DTN Agent based on Qwen3-235B, we adopt a larger configuration with DP=4, TP=4, Expert Parallelism (EP)=8, and PP=12, distributing the model across 1536 GPUs."	
S13	HW-7	Photonic-CXL memory appliance for KV cache management	a photonic-CXL hybrid memory appliance delivering 32 TB of shared memory across 16 hosts via a switch-free full-crossbar passive fiber shuffle	https://arxiv.org/abs/2607.27187	"We present the Marvell Photonic Fabric Memory Appliance, a photonic-CXL hybrid architecture replacing electrical switches with a passive fiber shuffle to deliver 32 TB shared memory across 16 hosts via a switch-free full-crossbar topology."	
S13	HW-8	Online KV compaction for agents — measured on H200 with tensor parallelism	NVIDIA H200 GPUs; the latency measurement uses SGLang with tensor parallelism of two and an FP8 KV cache	https://arxiv.org/abs/2608.00902	"A.1 Package and Hardware We implement online KV compaction in PyTorch and Hugging Face Transformers. Experiments are run on NVIDIA H200 GPUs." and "For Qwen3.5-27B, we measure latency with SGLang 0.5.15.post1, using tensor parallelism of two, FP8 model weights, and an FP8 KV cache."	
S14	HW-1	Tutti — GPU-centric SSD-backed KV cache store	2× NVIDIA H100 80GB connected via NVLink, plus 4 enterprise NVMe SSDs (and a distributed-scale variant requiring NVLink and multiple PCIe root complexes). Exceeds the one-GPU / no-NVLink envelope.	https://arxiv.org/html/2605.03375v1 (abstract page: https://arxiv.org/abs/2605.03375)	"The server is equipped with two H100 GPUs with 80GB HBM and 4×4\times Solidigm D7-PS1010 7.68TB enterprise SSDs (solidigm, 2024)." and "In order to evaluate the scalability of Tutti in distributed settings, we test the TTFT performance using the GLM-4-9B-Chat-1M model across two GPUs (each residing under a PCIe Root complex) and four disks (two attached to each GPU's root complex). GPUs are connected via NVLink."	
S14	HW-2	Swarm — co-activation-aware KV cache offloading across multiple SSDs	8× NVIDIA H20 (96 GB HBM each), 1 TB DDR5 DRAM, up to 8 NVMe SSDs; scaling results are reported for up to 8 SSDs. Exceeds the one-GPU envelope.	https://arxiv.org/html/2603.17803v1 (abstract page: https://arxiv.org/abs/2603.17803)	"Hardware. Our system comprises an Intel Xeon Gold 6530 CPU (64 cores, 128 threads), 8 NVIDIA H20 GPUs (96 GB HBM each), 1 TB DDR5 DRAM, and up to 8 NVMe SSDs. To cover heterogeneous storage, we use both high-end Samsung PM9A3 SSDs (up to 1.1M IOPS, 6.9 GB/s) and low-end Intel Optane 900P SSDs (up to 0.55M IOPS, 2.5 GB/s)."	
S14	HW-3	SwiftCache — cross-model KV cache sharing over NVLink	4× NVIDIA H20 (96 GB each) interconnected by NVLink at 400 GB/s bidirectional. Exceeds the one-GPU envelope and requires NVLink.	https://arxiv.org/html/2606.16135v1 (abstract page: https://arxiv.org/abs/2606.16135)	"Testbed. Our experiments are conducted on a server equipped with four NVIDIA H20 GPUs (96 GB each), a 64-core CPU, and 128 GB of host memory. The GPUs are interconnected via NVLink with a bidirectional bandwidth of 400 GB/s." Its own scope limitation, verbatim: "Currently, SwiftCache is primarily designed for deployment on a single multi-GPU server, since GPUs located on different servers cannot communicate directly through NVLink."	
S14	HW-4	Runtime Observability for Heterogeneous Attention Memory — serving experiments	"a single node with 8×H200 (143 GB) GPUs". Exceeds the one-GPU and 96 GB VRAM envelope. (Some sub-experiments do run single-GPU on an RTX 4090 with Qwen2.5-7B, so a subset of the observability machinery may be reachable, but the headline serving results are not.)	https://arxiv.org/html/2608.05863v2 (abstract page: https://arxiv.org/abs/2608.05863)	"All serving experiments run on a single node with 8×\timesH200 (143\,GB) GPUs on" ... and verbatim on the smaller pool: "Regression runs for smaller models use a separate RTX 4090 4×4\times pool with measured 2{,}108\,MiB/GPU HBM reduction against a" and verbatim "a single-GPU Qwen2.5-7B serving stack with graphs enabled, throughput falls" ... "across eight GPUs against an accounting estimate of 3{,}040\,MiB—an aggregate agreement of 1.7\%, though the per-GPU deltas are non-uniform".	
S14	HW-5	vLLM tiered KV offloading — the blog's own benchmark configuration	the feature itself is hardware-agnostic, but every performance number in the announcement was produced on 2× NVIDIA H100 (TP=2) with a local-NVMe filesystem tier. Reproducing the *published performance claims* requires ≥2 GPUs / tensor parallelism.	https://vllm.ai/blog/2026-09-10-tiered-kv-offloading	"Benchmark setup: Model: Qwen/Qwen3.6-35B-A3B on 2× NVIDIA H100 (TP=2); Storage tier: filesystem backend on local NVMe; Workload: multi-turn conversations, 12K-token initial prompts + 4K tokens per round, 8 rounds; Max request concurrency: 64; Measures prefiller throughput only (prefill-decode disaggregated)".	
S2	HW-1	Cache-aware routing as a fleet-level planner (CacheRoute)	30 tensor-parallel-2 destinations on 60 H100 GPUs (plus a separate 30×single-H100 mechanism testbed)	https://arxiv.org/abs/2608.19677 (setup section read from https://arxiv.org/html/2608.19677v1)	"The flagship system is Llama-3.3-70B in fp8, served by 30 tensor-parallel-2 destinations on 60 H100 GPUs. Each destination exposes 40,071 measured KV blocks (about 641K tokens). The mechanism testbed is Llama-3.1-8B-Instruct in bf16 on 30 single-H100 destinations."	
S2	HW-2	Distributed prefix tensor store with replication (PTStore)	an HPC cluster — ALCF Polaris, 560 nodes, four A100 GPUs per node joined by NVLink, with a one-to-one GPU↔NIC mapping; the entire point is aggregating memory across nodes	https://arxiv.org/abs/2607.22648 (setup section read from https://arxiv.org/html/2607.22648v1)	"We conduct our experiments on ALCF's Polaris HPC testbed. It consists of 560 nodes, each equipped with 512 GB of DDR4 memory (aggregated from four NUMA domains), a 32-core AMD Zen 3 (Milan) (64 threads), two 1.6 TB SSDs (2 GB/s), and four Nvidia A100 GPUs aggregating to a total of 160 GB HBM memory. On each node, the four A100 GPUs are connected with four NVLinks and with the host memory through a PCIe Gen 4 interface." The abstract frames the requirement directly: "thanks to decentralization, PTStore allows the expansion of the size of the KV cache for LLM inference by orders of magnitude", and it beats baselines "which do not aggregate memory across different nodes and GPUs and therefore require regenerating the KV cache."	
S2	HW-3	Provable prefix-KV placement across a worker fleet (PrefixPlace)	a multi-worker serving topology with cross-worker replica fetches (evaluated at 4/8/16 workers; measured across T4, L4 and A100 requester hardware)	https://arxiv.org/abs/2608.01655 (read from https://arxiv.org/html/2608.01655v1)	"Prefix Key–Value (KV) reuse avoids repeated prefill in Large Language Model (LLM) inference, but local misses require recomputation or replica fetches. Their relative cost varies with hardware, prefix depth, KV goodput, and replica location, making hit-rate-based placement suboptimal." ... "PrefixPlace solves a 50,000-node, 16-worker placement in 12.3 s on one processor, enabling timely replanning." The measured regime split is likewise hardware-dependent: "Recomputation is already slower on T4, crosses the transfer cost near 3.8K existing tokens on L4, and remains faster throughout the measured A100 range."	
S2	HW-4	Cross-instance prefix sharing through a shared L3 tier (SGLang HiCache distributed backends)	more than one inference instance / a cluster-wide storage namespace; L2 is explicitly instance-private, so any cross-instance reuse needs a distributed L3 backend	https://docs.sglang.io/docs/advanced_features/hicache_design.md	"**L2 is node-local and instance-private.** It is host memory owned by one inference instance's process, so two instances never read each other's L2, not even two instances on the same node. A KV cache produced by instance 0 becomes visible to instance 1 only after it reaches L3." And: "Distributed backends such as `mooncake`, `hf3fs`, `nixl` and `aibrix` give cluster-wide scope, but only when every instance is pointed at the same namespace and configuration." Also relevant to the single-GPU case: "The `file` backend writes to `/tmp/hicache` by default (`SGLANG_HICACHE_FILE_BACKEND_STORAGE_DIR` overrides it), which is node-local unless that path is a shared mount."	
S2	HW-5	Hybrid (KDA) recurrent-state checkpoint compression with TP-rank balancing (DASC)	tensor-parallel 8 deployment; the contribution includes balancing compressed state checkpoints across TP ranks	https://arxiv.org/abs/2608.30386 (evaluation protocol read from https://arxiv.org/html/2608.30386v1)	"All formal experiments run in SGLang with tensor parallelism (TP) 8. Model execution and weights use BF16 without model quantization." The method section states the TP dependency as a design goal: "To integrate efficiently with tensor-parallel inference engines, DASC furtherly balances compressed state checkpoints across TP ranks."	
S2	HW-6	vLLM hybrid partial-prefix-checkpoint validation under TP8/EP8 across two nodes	two 4-GPU nodes (TP8/EP8) plus NIXL/MooncakeStore PD coverage	https://github.com/vllm-project/vllm/pull/53614	"Deploy Kimi-K3 with TP8/EP8 on two 4-GPU nodes using FlashKDA ( DS conv-state layout), prefix caching, and public Inferact/Kimi-K3-DSpark speculative decoding. Compare non-partial prefix caching with prefix_match_unit=128 by sending exact token-ID prompts to /v1/completions : 8 streams grow from 120K to 164K by 2K per round, with a barrier between rounds and three measured repeats per variant."	
S3	HW-1	TriAttention in TensorRT-LLM — SM100 / B200 only	NVIDIA B200 (SM100, 192 GB HBM). The target RTX PRO 6000 Blackwell is SM120 with 96 GB, so this merged implementation is out of scope on both the compute-capability and VRAM axes.	https://github.com/NVIDIA/TensorRT-LLM/pull/16957	"Scope is limited to PyTorch, `KVCacheManagerV2` , and SM100/B200. Limitations include disabled block reuse, unsupported sliding-eviction layouts, attention DP, disaggregated serving, and TP configurations beyond TP1." Supporting lines from the same page: "SM100 CuTe DSL paged-K score kernel and score pipeline" (file table), "PyTorch backend, `KVCacheManagerV2` , and B200/SM100 only." (review summary), "Registered `unittest/_torch/kv_cache_compression` in `tests/integration/test_lists/test-db/l0_b200.yml` ." (test registration), and "Verdict: sufficient for the registered B200 coverage. Unsupported TP, serving, and layout combinations need follow-up coverage if enabled."	
S3	HW-2	"Move the Query, Not the Cache" — cross-instance MLA attention redistribution needs a multi-node H100 cluster with NVLink and InfiniBand/IBGDA	≥2 nodes × 4 H100 SXM5, NVLink 4.0 intra-node, InfiniBand NDR-200 cross-node, NVSHMEM with IBGDA.	https://arxiv.org/html/2606.01502v1	"Our primary platform is a production cluster of 4 × H100 SXM5 nodes, with direct all-to-all NVLink 4.0 intra-node (six bonded links per GPU pair, NV6 ; the 4-GPU HGX board carries no NVSwitch) and InfiniBand (NDR-200) cross-node, running NVSHMEM 26.3 with IBGDA enabled. A cross-instance run is a 2-node × 4-PE NVSHMEM job (PE 0 and PE 4 the cross-node pair)" Also, from the abstract: "We characterize cross-instance MLA attention on a real multi-node H100 cluster, distilling two reusable artifacts". The paper's premise is explicitly out-of-one-GPU: "When that corpus outgrows one GPU it is partitioned across instances, so a query and the blocks it selects often sit on different GPUs: answering it means attention across instances."	
S3	HW-3	SGLang RFC "Beyond Passive Byte Stores" (MORI-UMBP) — cluster-wide RDMA KV placement pool with AMD GPU/NIC affinity	multi-node cluster with RDMA-capable NICs (zero-copy RDMA, IBGDA/SDMA transports), AMD GPU/CPU/NIC, AMD Infinity Storage, GPU-initiated NVMe; a cluster-wide master directory over per-node capacity.	https://github.com/sgl-project/sglang/issues/27898	"AMD hardware affinity by design. UMBP explores software–hardware codesign opportunities with AMD GPU/CPU/NIC — examples include IBGDA and SDMA transports, AMD Infinity Storage (AIS), and GPU-initiated NVMe." and "The UMBP master is a cluster-wide KV placement directory covering all tiers (engine HBM, host DRAM, UMBP DRAM pool, SSD). Beyond placement, it exposes per-key historical access counts, routing hit counters, last-access time, per-node capacity/utilization, access bandwidth histograms, and RPC latency". Data-plane requirement, VERBATIM: "The L3 data path ( UMBPStore ↔ IUMBPClient , zero-copy RDMA) and the KV-event feed (KV events ↔ master ↔ router) are decoupled" and "cross-DP-rank duplicate puts deduped by the master."	
S3	HW-4	vLLM KV-offload/eviction failure that only manifests on a 24-GPU multi-node cluster	3 nodes × 8 H100 = 24 GPUs (TP8+DP3), 512 GB `cpu_bytes_to_use` per configuration.	https://github.com/vllm-project/vllm/issues/54914	"Hardware : 3 nodes × 8 H100 (24 GPUs)". Configured with `--nnodes 3` and `"kv_connector_extra_config":{"cpu_bytes_to_use":549755813888,"blocks_per_chunk":4}`, and the failure lands in the eviction/offload manager: "File "vllm/v1/kv_offload/cpu/manager.py" , line 138 , in prepare_load" with the reported symptom "After running successfully for several days, our vLLM cluster crashed with EngineDeadError due to a KV cache block not found during offloading load operation." Issue state `OPEN` (created 2026-09-02).	
S3	HW-5	Random Attention's serving-throughput measurements are H200-only (143 GB, > 96 GB)	an NVIDIA H200 with 143 GB HBM to reproduce the reported vLLM serving-throughput claims (the eviction algorithm itself is hardware-agnostic; the deployment numbers are not reproducible on a 96 GB card at the same batch sizes).	https://arxiv.org/html/2609.03430v1	"Every efficiency measurement in § 6 and Appendix G is H200-only, with a single job per GPU and nothing else on the node." and "Every run is bf16 on one H200, vLLM v0.19.0 with PagedAttention (CUDA graphs and prefix caching disabled), budget 2048 and 1 k-token prompts". The batch sizes depend on that memory: "Table 10. Serving throughput when each method runs at the largest batch that fits one 143 GB H200, at K = 3072 with 32 k generations." and "Table 11. Equal-memory serving at K = 1024 (Qwen3-4B, 32 k generations, one 143 GB H200): the tighter budget fits a batch of 584 against 28 for full attention". (Rendering flag: the source `arxiv.org/html` page emits these numerals twice each — "143 143 GB", "K = 3072 K{=}3072", "32 32 k" — an artifact of inline-math markup; the duplication is collapsed here, per the caveat at the top of this file.) Note honestly: the paper's *correctness* results use smaller models and are not H200-gated.	
S4	HW-1	TurboQuant performance numbers on the target model (Qwen3-4B) — measured on 4× RTX PRO 6000 Blackwell	4 GPUs of exactly the target researcher's model (RTX PRO 6000 Blackwell). The accuracy numbers in the same PR are single-model but the throughput table is 4-GPU.	https://github.com/vllm-project/vllm/pull/38479	"Performance (Qwen3-4B, 4x RTX PRO 6000 Blackwell, cudagraphs+compile)" followed by "Throughput (output tok/s)" with rows "short-decode (128→512) 8977 / 7113 79% / 6397 71% / 6206 69% / 6114 68%" and "long-prefill (4096→128) 850 / 811 95% / 766 90% / 745 88% / 730 86%" and "high-load (512→128, n=500) 5633 / 4751 84% / 4456 79% / 4337 ...". The accuracy table in the same PR is captioned "Compression Presets (Qwen3-4B, head_dim=128)" with "Baseline: GSM8K 0.900, NIAH 100%."	
S4	HW-2	vLLM's official TurboQuant accuracy/throughput conclusions — benchmarked on 2× and 4× H100	2× H100 (Qwen3-30B-A3B) and 4× H100 (Llama-3.3-70B), i.e. >1 GPU and >96GB aggregate. This is the source of the "avoid k3v4-nc and 3bit-nc" recommendation used in ABANDONED-4.	https://vllm.ai/blog/2026-05-11-turboquant	"For performance benchmarking, we focus on Qwen3-30B-A3B-Instruct-2507 (2xH100) and Llama-3.3-70B-Instruct (4xH100)." And in the figures: "Figure 1: Pareto frontier for Llama-3.3-70B-Instruct on 4xH100." / "Figure 2: Pareto frontier for Qwen3-30B-A3B-Instruct-2507 on 2xH100."	
S4	HW-3	TurboQuant × speculative-decoding degenerate-output repro — requires 2× RTX 3090 (hybrid GDN model)	2× RTX 3090; the reporter also states the decisive follow-up probe is impossible on their hardware.	https://github.com/vllm-project/vllm/issues/40831	"Environment Identical to #40807 (Ubuntu 22.04, 2× RTX 3090 Ampere, driver 595.58.03, CUDA 12.9, PyTorch 2.11.0+cu129, vLLM image pinned to the digest above)." And, on the untested discriminating probe: "MTP × TurboQuant on a non-hybrid model : Qwen3-Next dense-only isn't broadly available below 80B; the DeepSeek-V3/R1 class of MTP-enabled dense models won't fit on our hardware. Anyone with Hopper-class VRAM could test this much faster than us."	
S4	HW-4	KVQuant's headline 10-million-token context result — requires an 8-GPU system	8-GPU serving system (the 1M-token result is single-A100-80GB; the 10M-token result is not).	https://arxiv.org/html/2401.18079v6	"Our method enables serving LLaMA-7B with a context length of up to 1 million on a single A100-80GB GPU and up to 10 million on an 8-GPU system ." And, in the appendix discussion: "our nuq2 method enables serving the LLaMA-7B model with a context length of 1M tokens on a single A100 GPU (requiring 64GB for the KV cache). Additionally, when considering an 8-GPU serving system, we enable serving the LLaMA-7B model with 10M context length (with nuq2), or the LLaMA-65B model with 1M context length (with nuq3)."	
S4	HW-5	The only found quantized-KV × prefix-caching bug report — observed on 8× B300	8× NVIDIA B300 (sm_103) with `-dp 4 --enable-expert-parallel`; the reported trigger involves a 397B NVFP4 checkpoint. Not reproducible on one 96GB GPU.	https://github.com/vllm-project/vllm/issues/47349	"GPU: 8× NVIDIA B300 (sm_103), dtype=torch.bfloat16" / "Model: nvidia/Qwen3.5-397B-A17B-NVFP4 ( quantization=modelopt_fp4 ; hybrid arch: Gated-DeltaNet linear attention + MTP)" / "Serve flags: -dp 4 --enable-expert-parallel --enable-prefix-caching --kv-cache-dtype fp8 --max-model-len 65536 (chunked prefill on)". The reporter's own scope caveat, verbatim: "I have not yet isolated whether this is specific to the NVFP4 ( modelopt_fp4 ) path or a generic fp8-KV + prefix-cache bug".	
S4	HW-6	KVarN's throughput-superiority evidence at scale — TP=2 on a ~106B model	TP=2 (2 GPUs) for the headline "+17.6% throughput while TurboQuant subtracts a third of it" result.	https://github.com/vllm-project/vllm/issues/46613	"On GLM-4.5-Air-FP8 (~106B GQA MoE, fp8 weights, TP=2, 12K ctx, B=256), on top of the fp8-weight baseline KVarN k4v2 adds throughput and capacity while TurboQuant subtracts a third of it". The 14B single-model numbers are also reported on unspecified-but-larger hardware, verbatim: "The bigger, TP-sharded model is less weight-bound, so the KV-path win rises from +9% (14B) to +17.6% (~106B)."	
S5	HW-1	Mooncake (KVCache-centric disaggregated architecture)	multi-node cluster; 8× A800-SXM4-80GB per node connected by NVLink, plus RDMA NICs at up to 800 Gbps between nodes	https://arxiv.org/html/2407.00079v4	"During the experiments, the system was deployed on a high-performance computing node cluster to test performance. Each node in the cluster is configured as follows: 8 NVIDIA-A800-SXM4-80GB GPUs, each with 80GB HBM, connected by NVLINK; equipped with RDMA network cards that support up to 800 Gbps of interconnect bandwidth between nodes. Each node deploys either a prefill instance or a decoding instance according to the startup parameter."	
S5	HW-2	SGLang HiCache + Mooncake benchmark configuration	8 GPUs plus 8 RDMA NICs across a cluster	https://lmsys.org/blog/2025-09-10-sglang-hicache/	"# Qwen3-235B-A22B-Instruct-2507 on 8 × H800 GPUs with 8 × mlx5 RDMA NICs using Mooncake"	
S5	HW-3	SGLang HiCache + DeepSeek 3FS benchmark configuration	8× H20-3e nodes with a distributed 3FS filesystem	https://lmsys.org/blog/2025-09-10-sglang-hicache/	"# DeepSeek R1 on 8 * H20-3e using 3FS" and the accompanying launch line "--tp 8 ... --hicache-storage-backend hf3fs"	
S5	HW-4	HyperOffload (graph-driven hierarchical memory management)	"SuperNode" architectures offering terabyte-scale shared memory pools across high-bandwidth interconnects	https://arxiv.org/abs/2602.00748	"While emerging supernode architectures offer terabyte-scale shared memory pools via high-bandwidth interconnects, existing software stacks fail to exploit this hardware effectively." and "It employs a compiler-assisted approach that leverages graph-driven memory management to treat remote memory access as explicit operations in the computation graph, specifically designed for hierarchical SuperNode architectures."	
S5	HW-5	LMCache's headline evaluation	an 8× H100 server (multi-GPU); the offloading result itself is quoted at TP=2	https://arxiv.org/html/2510.09665v1	"Hardware: For single-node evaluation, we run LMCache on an 8 × H100 server provided by GMI Cloud ." and "Figure 9 reports results for Qwen3-32B served on two H100 GPUs (TP=2) with LMCache 's CPU offloading enabled." (Note: LMCache the software does not *require* multi-GPU; only its published evaluation uses it.)	
S5	HW-6	vLLM native MLA TP-replica dedup in native offloading	TP > 1 (the feature only engages when the MLA latent KV is replicated across tensor-parallel ranks)	https://github.com/vllm-project/vllm/issues/47929	"Native CPU/tiering offload materializes one copy of the logically replicated latent KV per TP worker . CPUOffloadingSpec prices each logical block at per-worker bytes × world size ( vllm/v1/kv_offload/cpu/spec.py:86 ), so at TP=N the unique-content capacity is roughly 1/N of the configured --kv-offloading-size budget." and the proposed MVP scope: "Proposed initial scope: pure-MLA models with PP=PCP=DCP=1 — a safe MVP boundary where the replica factor is exactly TP"	
S5	HW-7	vLLM batched KV swap copy benchmark	8× H100 80GB HBM3 (only for the published benchmark numbers; the merged code path itself is single-GPU compatible)	https://github.com/vllm-project/vllm/pull/38460	"Benchmark Results — Hardware: 8xH100 80GB HBM3, CUDA 12.8/12.9."	
S5	HW-8	HiCache host-memory sizing guard (`host_memory_budget_bytes`)	multiple co-located ranks on one host (demonstrated at `--tp 8`); the guard divides free RAM by `ranks_per_host()`, so the double-charging bug cannot occur with a single rank	https://github.com/sgl-project/sglang/issues/38156	"Splitting the free memory by the number of co-located ranks is only right for a reading taken before any of those ranks allocates. But each rank reads available at the moment it reaches the guard, and TP ranks reach it at different times: pinning a large host pool takes seconds and nothing synchronizes the ranks between pools. A rank that arrives after k peers have already pinned their pools sees available reduced by k × pool while still dividing by the full rank count, so the peers' pools are subtracted twice and the guard raises ValueError: Not enough host memory available on a host that has room for all of them." The reproduction is stated as "Any multi-GPU host. Size the pools so that all of them fit together but each per-rank guard has little slack, e.g. for 8 ranks ... --hicache-size <N>".	
S5	HW-9	InstInfer / In-Storage Attention Offloading	computational storage drives (Daisyplus OpenSSD with a Xilinx ZU17EG UltraScale+ MPSoC FPGA, PCIe Gen3x4, 64GB, 4 flash channels) — the ruling-out factor is specialist CSD/FPGA hardware, not GPU count (the GPU side is a single A6000)	https://arxiv.org/abs/2409.04992 (body: https://arxiv.org/html/2409.04992v1)	"InstCSD is built on a Daisyplus OpenSSD, the latest version of a representative CSD device in the OpenSSD project [ 29 , 57 ] . It employs a Xilinx ZU17EG UltraScale+ MPSoC as its processor, which contains a mid-range FPGA chip with a four-core ARM processor and 2GB DRAM. The device is connected to the host through PCIe Gen3x4 lanes as an NVMe drive." And verbatim on practicality: "Notably, the platform features expensive FPGA chips, costing thousands of dollars [ 57 ] , and is equipped with a limited storage capacity of only 64GB and merely 4 flash channels."	
S5	HW-10	BlockLLM	4 servers / 12× A100 80GB total, 100 Gbps inter-server network	https://arxiv.org/abs/2404.18322 (body: https://arxiv.org/html/2404.18322v1)	"Cluster. Our cluster has four servers. Two are equipped with two A100 GPUs with 80GB memory, and the other two have four A100 GPUs with 80GB memory. The servers are interconnected with 100Gbps network."	
S5	HW-11	AttentionStore / CachedAttention	4× A100 80GB (320 GB aggregate HBM) with 128 GB DRAM and 10 TB of SSDs; no single-GPU configuration is reported	https://arxiv.org/abs/2403.19708 (body: https://arxiv.org/html/2403.19708v1)	"Testbeds. All our experiments are performed on 4 NVIDIA A100 GPUs, each with 80GB HBM. The system is equipped with 128GB DRAM and 10TB SSDs. GPUs are connected to the host via PCIe Gen 4."	
S6	HW-1	RedKnot-MLA (MLA offline/online reuse for DeepSeek-V4 long-context serving)	8× NVIDIA H200, tensor parallel 8 (one full node)	https://arxiv.org/abs/2609.07008	"Experiments use one local DeepSeek-V4-Flash checkpoint on eight NVIDIA H200 GPUs with TP=8 and DP=CP=PP=1."	
