seg	id	title	url	evidence	detail
S12	CLOSED-15	LMCache — shipped multi-node KV cache P2P sharing, RDMA/NVLink transports	https://raw.githubusercontent.com/LMCache/LMCache/dev/README.md	READ BODY	Shipped. Verbatim changelog line: "[2026/01] LMCache multi-node P2P CPU memory sharing, from experimental feature to production ([blog](https://blog.lmcache.ai/en/2026/01/21/p2p-1/))." The transport requirement is stated as: "**PD disaggregation and KV transfer**: Support KV cache transfer from prefill workers to decode workers over NVLink, RDMA, or TCP through transport layers such as NIXL." Also shipped: "[2026/04] LMCache's new multiprocess (MP) architecture release". ---
S13	CLOSED-1	SGLang session-reference-aware Unified Radix Cache	https://github.com/sgl-project/sglang/pull/29173	READ BODY	Merged by hzh0425 on 2026-08-02, titled "feat: Session-reference-aware Unified Radix Cache for agentic multi-turn workloads". This is the single most on-topic shipped artifact for "session-level KV management" and "KV cache growth across multi-turn agentic sessions". The stated motivation: "In multi-turn inference workloads such as agentic workflows and RL rollouts, active sessions accumulate reusable KV prefixes across turns. Under memory pressure, the standard radix cache evicts entries using only the configured cache policy, without considering whether a prefix is still referenced by an active session. This may evict an active session's prefix while unrelated, unreferenced KV remains cached, causing unnecessary recomputation in later turns and reducing cache hit rate and throughput." The mechanism: "Applications pass a stable top-level session_id with each request. When a request finishes, SGLang registers its reusable KV under that session. When the session ends, the application calls /close_session to release those references." Eviction ordering is "(is_referenced, session_ref_count, base_eviction_priority)" with "two LRU passes: unreferenced nodes first, then referenced nodes if more space is required." Importantly it is explicitly not a pin: "Referenced KV is soft-protected, not pinned. If unreferenced KV is insufficient, referenced entries remain evictable." It covers FULL attention ("tracks the reusable prefix path"), SWA ("reusable sliding-window tail") and Mamba ("reusable state at the session frontier").
S13	CLOSED-2	vLLM prefix caching is ON by default	https://github.com/vllm-project/vllm/blob/main/vllm/config/cache.py	READ BODY	Read directly from the local vLLM `main` source tree at `/tmp/kvsrc/vllm-main`. `CacheConfig` declares `enable_prefix_caching: bool = True` with the docstring "Whether to enable prefix caching." The hash controls are also present: `prefix_caching_hash_algo: PrefixCachingHashAlgo = "sha256"` and `prefix_cache_retention_interval` (with `0` retaining "only semantic checkpoints, including the latest replay boundary and shared-prefix junctions"). The design doc states the mechanism and its limit: "We only cache full blocks." and the workload claim "Multi-round conversation, where the user may chat with the application multiple times in the same chatting session. In this case, instead of processing the whole chatting history again and again, APC allows vLLM to reuse the processing results of the chat history across all future rounds of conversation". The doc's own Limits section: "APC does not bring performance gain when vLLM spends most of the time generating answers to the queries (e.g. when the length of the answer is long), or new queries do not share the same prefix with any of existing queries".
S13	CLOSED-3	Fine-grained prefix-cache checkpoints at shared-prefix junctions (long system prompts that diverge)	https://github.com/vllm-project/vllm/blob/main/docs/features/automatic_prefix_caching.md	READ BODY	This shipped flag directly targets the "KV reuse across turns with changing system prompts / shared long prefix diverging mid-block" question for hybrid models. The doc states: "Under `--mamba-cache-mode align`, Mamba state is stored only on the Mamba block grid, so a prefix-cache hit can resume only at a block boundary. `--enable-mamba-fine-grained-prefix-cache` also stores a checkpoint at the shared-prefix junction, the point where an earlier request with the same prefix stopped. Requests whose shared prefix ends inside a block can then reuse it." And the workload it is for: "This helps when many requests share a long system prompt and then diverge." Gating: "It is off by default, and takes effect only when all of the following hold: `--mamba-cache-mode align`, EAGLE/MTP speculative decoding on the Mamba group, `--prefix-match-unit` smaller than the Mamba block size, the model does not use multi-module MTP". Confirmed present in the local tree: `vllm/config/cache.py:198  enable_mamba_fine_grained_prefix_cache: bool = False` and `vllm/engine/arg_utils.py:1302  "--enable-mamba-fine-grained-prefix-cache"`.
S13	CLOSED-4	vLLM #52041 — skip MM tensor broadcast for prefix-cache-covered items	https://github.com/vllm-project/vllm/pull/52041	READ BODY	Merged by njhill 2026-08-19 ("njhill merged 8 commits into vllm-project:main"). The author's framing: "The EngineCore->TP-worker broadcast was designed when request inputs were token IDs (kilobytes), so shipping them unconditionally was both correct and free. Multimodal grafted large tensors onto the same path, but for the classic workload (a fresh image per chat request) the workers genuinely need every tensor, so unconditional shipping remained necessary. What changed recently is multimodal prefix caching". This closes the question of whether prefix-cache-covered payloads can be skipped on the worker broadcast path.
S13	CLOSED-5	AgentKVShift — KV reuse for agentic memory units	https://arxiv.org/abs/2607.21604	READ BODY	Published 2026-05-15 (submitted), cs.AI. Directly addresses "tool-calling KV reuse / retrieval-triggered re-encoding" in agentic memory. Problem statement: "every retrieval triggers a full re-encoding of these structured memory units into Key-Value (KV) states, which dominates prefill latency. Existing training-free KV reuse methods mitigate this by selectively recomputing a small fraction of tokens, but were designed for RAG-style raw passages and degrade on structured agentic memories." Result: "AgentKVShift achieves near full recompute performance while refreshing only 10-30% of the cache... delivers prefill speedups of 2-3.5x over no-KV-reuse on a single A100." Setup verified in the full HTML: "All experiments are run on a single NVIDIA A100 GPU, except for Qwen3-32B AMA-Bench evaluation and throughput profiling, which use a single NVIDIA H200 GPU due to memory and compute requirements."
S13	CLOSED-6	SideQuest — model-driven KV management for long-horizon agentic reasoning	https://arxiv.org/abs/2602.22603	READ BODY	Published 2026-02-26, cs.AI. Answers "how to bound KV for long chain-of-thought + retrieval-driven agentic loops". The paper states: "In such tasks, the LLM context is dominated by tokens from external retrieval, causing memory usage to grow rapidly and limiting decode performance. While several KV cache compression techniques exist for long-context inputs, we find that existing heuristics fail to support multi-step reasoning models effectively." Method: "we frame KV cache compression as an auxiliary task executed in parallel to the main reasoning task" and "Our evaluations, using a model trained with just 215 samples, show that SideQuest reduces peak token usage by up to 65% on agentic tasks with minimal degradation in accuracy". Full HTML confirms explicit compatibility with the engine's reuse machinery: "ensuring full compatibility with prefix caching to enable efficient context reuse across multiple ReAct iterations", and the serving testbed: "we compare Sidequest against the uncompressed baseline for gpt-oss-20b (Medium Effort) on the FRAMES benchmark using a single NVIDIA H100 GPU."
S13	CLOSED-7	FlowKV — multi-turn isolation for KV compression	https://arxiv.org/abs/2505.15347	READ BODY	Published 2025-05-21, revised v2 2025-10-08, cs.CL. The canonical answer to "repeated compression of early turns destroys multi-turn coherence". Text: "existing eviction strategies often degrade performance by repeatedly compressing early conversational context, leading to information loss and context forgetting. This paper introduces FlowKV, a novel multi-turn isolation mechanism for KV Cache management, which can be applied to any KV Cache compression method without training. FlowKV's core innovation is a multi-turn isolation mechanism that preserves the accumulated compressed KV cache from past turns. Compression is then strategically applied only to the newly generated KV pairs of the latest completed turn, effectively preventing the re-compression of older context and thereby mitigating catastrophic forgetting."
S13	CLOSED-8	EpiCache — episodic KV management for long-term conversation under a fixed budget	https://arxiv.org/abs/2509.17396	READ BODY	Published 2025-09-22, cs.CL. Answers multi-turn LongConvQA under a bounded KV budget without unbounded prefill peak. "EpiCache bounds cache growth through block-wise prefill and preserves topic-relevant context via episodic KV compression, which clusters conversation history into coherent episodes and performs episode-specific KV cache eviction. Across three LongConvQA benchmarks (LongMemEval, Realtalk, and LoCoMo), EpiCache improves accuracy by up to 30%, achieves near full-cache accuracy under 4-6x compression, and reduces latency and peak memory by up to 2.4x and 3.7x, respectively."
S13	CLOSED-9	GrowPage — on-demand KV budgeting that preserves prefix caching	https://arxiv.org/abs/2609.03494	READ BODY	Published 2026-09-03, cs.AI — inside the target window. Answers reasoning/thinking-model KV growth on a single GPU. "GrowPage maintains lightweight dual-timescale query summaries to capture recent and long-term attention behaviors, and uses their relative attention working sets to estimate demand evolution. At each capacity boundary, GrowPage either compresses KV states within the current allocation or acquires an additional physical page when broader demand emerges. By integrating with PagedAttention's page-level memory abstraction, GrowPage preserves continuous batching and prefix caching." Testbed from the full HTML: "All experiments are conducted on a single NVIDIA A100 GPU with 80 GB memory. Following Zipage, we implement GrowPage on nano-vLLM with PagedAttention-based KV management".
S13	CLOSED-10	SAECache — semantic-adaptive prefix-cache eviction with a multi-turn queue	https://arxiv.org/abs/2605.18825	READ BODY	Published 2026-05-12, cs.LG. Answers "which eviction policy should a prefix cache use for agentic/multi-turn traffic". It documents the reuse-rate variance across token roles: "different token types within a prompt, including system prompts, user queries, tool outputs, model responses, and chain-of-thought reasoning, exhibit up to 756x variation in reuse rates, yet no existing eviction policy exploits this signal." Design: "a multi-queue architecture that routes KV blocks to task-specific queues with tailored priority metrics, capturing both session reuse in multi-turn requests and structural reuse in templated single-turn requests". Also records the failure mode of fixed policies: "fixed-parameter alternatives can degrade by up to 2.7x under workload mismatch". It also reports a negative integration result: "Under low-to-moderate concurrency with a single small model, vLLM's aggressive memory management rarely fills the KV cache to capacity, leading to limited eviction activity." Testbed from the HTML: a single NVIDIA A40 GPU, vLLM v0.8.5 (V0 engine), Qwen2.5-1.5B-Instruct.
S13	CLOSED-11	KVCache Cache in the Wild — production KV reuse characterization	https://arxiv.org/abs/2506.02634	READ BODY	Published 2025-06-03, cs.DC. Canonical production measurement that bounds how much multi-turn reuse there really is. Abstract: "KV$ reuses are skewed across requests, where reuses between single-turn requests are equally important as multi-turn requests; the reuse time and probability are diverse considering all requests, but for a specific request category, the pattern tends to be predictable; and the overall cache size required for an ideal cache hit ratio is moderate." The HTML gives the more actionable finding for a single GPU: "The lifespan of KV$ is ephemeral: the P99 lifespan of KV$ in to-B workloads is 97 seconds, so a small cache is typically sufficient for the KV$ cache." Trace source: "we collected and characterized two representative production serving workloads from one of the world's largest cloud providers (Aliyun)".
S13	CLOSED-12	Zipage — compressed paged attention that supports prefix caching	https://arxiv.org/abs/2603.08743	READ BODY	Published 2026-03-01, cs.DC. Answers "can token eviction for reasoning coexist with paged/prefix-cached serving". "This paper introduces Compressed PagedAttention, a method that combines token-wise KV cache eviction with PagedAttention. We propose a comprehensive scheduling strategy and support prefix caching and asynchronous compression for Compressed PagedAttention. Based on this, we have developed a high-concurrency LLM inference engine, Zipage. On large-scale mathematical reasoning tasks, Zipage achieves around 95% of the performance of Full KV inference engines while delivering over 2.1x speedup."
S13	CLOSED-13	SONIC — segment-level compression of dialogue history	https://arxiv.org/abs/2601.21927	READ BODY	Published 2026-01-29, cs.CL. Answers multi-turn history compression with learned rather than heuristic eviction. "The linear growth of Key-Value (KV) cache remains a bottleneck for multi-turn LLM deployment. Existing KV cache compression methods often fail to account for the structural properties of multi-turn dialogues, relying on heuristic eviction that risks losing critical context. We propose SONIC, a learning-based framework that compresses historical segments into compact and semantically rich Nexus tokens." Reported result: "at compression ratios of 80% and 50%, SONIC consistently outperforms baselines such as H2O and StreamingLLM on four diverse multi-turn benchmarks." ---
S14	CLOSED-1	vLLM prefix-cache hash algorithm selection (collision resistance)	https://docs.vllm.ai/en/latest/design/prefix_caching/	READ BODY	The vLLM APC design doc now documents a selectable hash algorithm and states the historical collision weakness was removed. Verbatim from the retrieved page: "In previous versions, the hash key was not guaranteed to be collision-free. As of v0.11, the default hashing algorithm is `sha256`, which addresses collision risks." On `xxhash` the page warns verbatim: "IMPORTANT: Use of a hashing algorithm that is not considered cryptographically secure theoretically increases the risk of hash collisions, which can cause undefined behavior or even leak private information in multi-tenant environments." The doc also names `sha256_cbor` as "recommended for deterministic caching across environments". Confirmed in the local vLLM source tree: `vllm/config/cache.py:145` — "default, as SHA256 is the most secure choice to avoid potential hash collisions", and `tests/v1/engine/test_engine_args.py:34` asserts `vllm_config.cache_config.prefix_caching_hash_algo == "sha256"`.
S14	CLOSED-2	vLLM reproducibility contract and `VLLM_BATCH_INVARIANT`	https://docs.vllm.ai/en/latest/usage/reproducibility/	READ BODY	The vLLM Reproducibility page (page footer dated April 28, 2026) gives the shipped answer for KV-dependent reproducibility. Verbatim: "vLLM does not guarantee the reproducibility of the results by default, for the sake of performance. To achieve reproducible results: In offline mode, you can either set VLLM_ENABLE_V1_MULTIPROCESSING=0 which makes scheduling deterministic, or enable batch invariance to make the outputs insensitive to scheduling. In online mode, you can only enable batch invariance." The batch-invariance page (https://docs.vllm.ai/en/latest/features/batch_invariance/, footer dated September 7, 2026, READ BODY) documents `export VLLM_BATCH_INVARIANT=1` and its own limits verbatim: "Batch invariance is currently in beta. Some features are still under active development." and "Enabling batch invariance may impact performance compared to the default non-deterministic mode. This trade-off is intentional to guarantee reproducibility." Hardware requirement stated on the same page: "NVIDIA GPUs with compute capability 8.0 or higher." Tested models include "Qwen/Qwen3-4B-AWQ" and "Qwen/Qwen3-8B". Note the causal link to KV: the source tree shows cascade attention is switched off under this flag — `vllm/config/vllm.py:1795-1800`: "Disabling cascade attention when VLLM_BATCH_INVARIANT is enabled."
S14	CLOSED-3	vLLM tiered KV offloading with a filesystem (disk) secondary tier	https://vllm.ai/blog/2026-09-10-tiered-kv-offloading	READ BODY	Blog dated September 10, 2026 (authors Or Ozeri, Danny Harnik, Ronen Schaffer, Itay Etelis, Varun Sundar Rabindranath). Verbatim: "The framework has been available in vLLM since v0.22 and a detailed usage guide can be found here." The filesystem tier is documented verbatim as: "Stores each KV chunk as a file on local or networked storage. Uses content-addressed naming — identical token sequences map to the same key, so matching inputs share cached data automatically." with "Highlights: Non-blocking lookups / Atomic writes / Separate read/write thread pools". Config verbatim: `"secondary_tiers": [{"type": "fs", "root_dir": "/mnt/kv-cache"}]`. The blog's own benchmark setup is H100-class multi-GPU (see HW-1 below), but the feature itself carries no such requirement. Also verbatim on the reload path: "the scheduler receives a RETRY and re-checks on the next cycle."
S14	CLOSED-4	vLLM prefix-cache hit-rate counters and their design rationale	https://docs.vllm.ai/en/latest/design/metrics/	READ BODY	The Metrics design doc lists verbatim: "`vllm:prefix_cache_queries` (Counter) - Number of prefix cache queries." and "`vllm:prefix_cache_hits` (Counter) - Number of prefix cache hits." Under "Prefix Cache metrics" the doc explains the measurement choice verbatim: "Every time the prefix cache is queried, we record the number of tokens queried and the number of queried tokens present in the cache (i.e. hits). However, the metric of interest is the hit rate - i.e. the number of hits per query. ... To achieve this, we should record the queries and hits as counters in Prometheus, rather than recording the hit rate as a gauge." It also documents the logging-side estimator verbatim: "The prefix cache hit rate over the most recent 1k kv-cache block queries". Confirmed in the local source: `vllm/v1/metrics/loggers.py:584-601` defines `vllm:prefix_cache_queries` / `vllm:prefix_cache_hits`.
S14	CLOSED-5	vLLM KV block residency/eviction metrics	https://docs.vllm.ai/en/latest/design/metrics/	READ BODY	Section "KV Cache Residency Metrics" verbatim: "We also emit a set of histograms that describe how long sampled KV cache blocks stay resident and how often they are reused. Sampling (`--kv-cache-metrics-sample`) keeps the overhead tiny; when a block is chosen we record: lifetime – allocation ⟶ eviction; idle before eviction – last touch ⟶ eviction; reuse gaps – the pauses between touches when the block gets reused". The exposed Prometheus metric names verbatim: "`vllm:kv_block_lifetime_seconds` – how long each sampled block exists. `vllm:kv_block_idle_before_evict_seconds` – idle tail after the final access. `vllm:kv_block_reuse_gap_seconds` – time between consecutive touches." Stated use verbatim: "Looking at lifetime and idle time on one chart makes it easy to spot stranded cache or workloads that pin prompts for a long decode."
S14	CLOSED-6	vLLM KV-connector (external/offloaded) prefix cache hit-rate stats	https://github.com/vllm-project/vllm/pull/26245	READ BODY	Merged PR; page header verbatim: "NickLucche merged 6 commits into vllm-project:main". Purpose verbatim from the PR body: "Add prefix-cache metrics for KV connectors / Introduces connector-agnostic metrics to track KV connector cache efficiency, enabling clearer insights into cache effectiveness and overall system performance." The metrics appear in the local source tree as `vllm:external_prefix_cache_queries` and `vllm:external_prefix_cache_hits` (`vllm/v1/metrics/loggers.py:608-629`). Note the review finding about the hit-rate denominator, which is itself relevant to hit-rate measurement: the gemini-code-assist bot wrote verbatim "The number of queries to the connector cache is being miscalculated. request.num_tokens represents the total prompt length, but the query to the connector is only for the tokens not found in the local prefix cache. Using the total prompt length overestimates the number of queries and will lead to an incorrectly low hit rate metric."
S14	CLOSED-7	vLLM "prefix cache hit rate == 0" for gpt-oss-style hybrid models	https://github.com/vllm-project/vllm/pull/33524	READ BODY	Page header verbatim: "heheda12345 merged 3 commits into vllm-project:main", dated Feb 2, 2026. Title: "[Fix] prefix cache hit rate == 0 bug with gpt-oss style models". Cross-referenced from the issue it closed: vLLM #32802 "[Bug]: GPT-OSS 0% prefix cache hits with hybrid attention + EAGLE" is CLOSED with `state_reason=COMPLETED`, and the closing comment by benchislett (2026-04-07) verbatim: "Seems like this was fixed by #33524". This CLOSED item carries a documented residual limitation (see ABANDONED-9).
S14	CLOSED-8	vLLM selective prefix-cache retention for sliding-window KV cache (DSv4)	https://github.com/vllm-project/vllm/pull/43447	READ BODY	Page header verbatim: "ywang96 merged 13 commits into vllm-project:main", Jun 4, 2026. PR body verbatim: "DeepSeek v4 now exhibits very low effective prefix cache capacity. For example, on TP8 with 8xB300, the reported KV cache capacity is ~14.5x concurrency. However, a microbenchmark that sends 1M-context requests sequentially shows that after the second request is sent, replaying the first request already begins to miss the prefix cache. This means the practical prefix-cache re..." (truncated by page rendering). This is the merged structural fix that superseded the failed protection-layer PRs in ABANDONED-3/4/5.
S14	CLOSED-9	SGLang deterministic inference and its radix-cache compatibility matrix	https://docs.sglang.io/docs/advanced_features/deterministic_inference	READ BODY	Documents `--enable-deterministic-inference` (flag; default: disabled). The page states the root cause verbatim: "The main source is varying batch sizes. Different batch sizes cause GPU kernels to split reduction operations differently, leading to different addition orders. Due to floating-point non-associativity ((a + b) + c ≠ a + (b + c)), this produces different results even for identical inputs." It claims verbatim: "Building on Thinking Machines Lab's batch-invariant operators, SGLang achieves fully deterministic inference while maintaining compatibility with chunked prefill, CUDA graphs, radix cache, and non-greedy sampling." The feature-compatibility table for the KV-relevant axis reads verbatim: FlashInfer → Radix Cache "❌ No"; FlashAttention 3 (FA3) → Radix Cache "✅ Yes"; Triton → Radix Cache "✅ Yes". It also ships a radix-specific determinism test verbatim: "python3 -m sglang.test.test_deterministic --test-mode radix_cache" with "Expected result: All tests should show `Unique samples: 1` (perfectly deterministic)." This documented "FA3 + radix = Yes" is directly contradicted by ABANDONED-1.
S14	CLOSED-10	SGLang HiCache L1/L2/L3 including a file (disk) backend	https://docs.sglang.io/docs/advanced_features/hicache_design	READ BODY	Verbatim: "HiCache organizes GPU memory as L1, host memory as L2, and distributed storage as L3." and "The file backend writes to /tmp/hicache by default (SGLANG_HICACHE_FILE_BACKEND_STORAGE_DIR overrides it), which is node-local unless that path is a shared mount." A directly relevant scope limitation is stated verbatim: "L2 is node-local and instance-private. It is host memory owned by one inference instance's process, so two instances never read each other's L2, not even two instances on the same node. A KV cache produced by instance 0 becomes visible to instance 1 only after it reaches L3."
S14	CLOSED-11	SGLang observability — metrics, request dump/replay, crash dump/replay	https://docs.sglang.io/docs/advanced_features/observability	READ BODY	Verbatim: "SGLang exposes the following metrics via Prometheus. You can enable them by adding `--enable-metrics` when launching the server." For reproducibility of KV-dependent results, the page ships verbatim: "You can dump all requests and replay them later for benchmarking or other purposes. ... The server will dump the requests into a pickle file for every 100 requests. To replay the request dump, use `scripts/playground/replay_request_dump.py`." plus "SGLang can preserve recent request data for replay and collect CUDA device coredumps for low-level debugging. Set the crash diagnostics folder with `--crash-dump-folder /tmp/crash_dump`."
S14	CLOSED-12	SGLang HiCache consistency fix plan under pipeline parallelism	https://github.com/sgl-project/sglang/issues/22607	READ BODY	Issue "[PP + HiCache] HiCache Consistency Fix Plan" by whybeyoung, created 2026-04-12, `state=CLOSED`, `stateReason=COMPLETED`. Cross-checked against an independently filed, still-OPEN inconsistency in the same subsystem (see OPEN-13, SGLang PR #30850), so the "completed" scope here is the PP-specific plan, not HiCache correctness in general.
S14	CLOSED-13	Prefix caching measurably changes agent trajectories (published measurement)	https://arxiv.org/abs/2609.04748	READ BODY	Title "Same Request, Different Answer: Quantization Amplifies Cache-Induced Divergence in LLM Serving", submitted 2026-09-04. Verbatim from the abstract: "Enabling the cache changed the agent's trajectory on 36.2 percent of episodes at 16-bit precision and on 75.0 percent at four-bit, a gradient that survives re-measurement under a controlled cache configuration. With caching disabled, repeated execution was bit-identical in every configuration, 0 of 800 episodes, which bounds other sources of nondeterminism at 0.5 percent." and the mechanism claim verbatim: "Cached serving is deterministic given cache state, and irreproducible in practice because that state is absent from the request and never reset by default." Hardware (retrieved from https://arxiv.org/html/2609.04748v1, READ BODY): "All measurements ran on a rented NVIDIA RTX 4090 with 24 GB of memory" — inside the target researcher's single-GPU envelope.
S14	CLOSED-14	Eviction error certificates via randomized eviction design	https://arxiv.org/abs/2607.21475	READ BODY	Title "Error Certificates for KV-Cache Eviction via Randomized Design", submitted 2026-07-23, rev 2026-08-29. Verbatim: "We replace the deterministic tail with Poisson sampling at known inclusion probabilities, which makes the eviction error identifiable and turns a survey-sampling variance estimator over the retained set into a per-step error certificate at one extra scalar per retained token." and the impossibility result verbatim: "We prove that no estimator computable from the information a deterministic scheme retains is consistent for its own eviction error: evicted values can be altered so that everything retained is unchanged while the true attention-output error grows without bound." Reported coverage verbatim: "the certificate covers the realized attention error in 96.9--97.7\% of 12{,}096 replay cells and in 98.1--99.7\% on twelve further architectures."
S14	CLOSED-15	Matched-budget audit showing the compression-evaluation protocol decides the ranking	https://arxiv.org/abs/2607.11942	READ BODY	Title "How Query Visibility Changes KV-Cache Compression Rankings: A Matched-Budget Audit", submitted 2026-07-11. Verbatim: "KV-cache compression methods are predominantly evaluated with the query appended to the context before compression -- a query-aware protocol. Yet the economic case for a compressed KV cache is reuse: compress a document once, answer many future questions against it." and "Three findings. (1) Query visibility changes the rankings: under the agnostic protocol, of the five audited methods that share a common attention backend, only KeyDiff beats a best-of-3 trivial baseline consistently (31 of 36 cells), and the most widely deployed method, SnapKV, loses to "keep the start and the recent window" on average (-0.066)." Scale verbatim: "144,300 paired evaluations on RULER-8192; 40,800 on LongBench; 50,000-resample paired bootstrap throughout".
S14	CLOSED-16	Runtime observability contract that localizes silent KV corruption	https://arxiv.org/abs/2608.05863	READ BODY	Title "Runtime Observability for Heterogeneous Attention Memory", submitted 2026-08-06, rev 2026-08-16. Verbatim: "Applied to a served DeepSeek-V4 stack with a packed compressed-KV prototype, the same machinery localizes a silent corruption to a precise structural boundary -- exact in the eviction-free, identity-isolated regime, with every observed failure in an eviction or slot-reuse regime". Also verbatim on honest tiering: "every claim is certified, partially certified, or empirical, composition inherits the weakest tier, and the tier is decided by the machine." Hardware is in HW-4.
S14	CLOSED-17	SSD-resident KV without the kernel filesystem	https://arxiv.org/abs/2606.14779	READ BODY	Title "Unified KV Pooling to Accelerate Long-Context LLM Serving", submitted 2026-06-10. Verbatim: "unified KV pooling, which aggregates multiple host-memory modules and SSDs into a single logical pool and distributes KV caches across devices based on their bandwidth. To eliminate the filesystem overhead, we design KV-passthrough, which bypasses the kernel filesystem and directly accesses SSD-resident KV caches from user space via SPDK." Reported result verbatim: "unified KV pooling reduces TTFT in long-contexts ~4.1x over state-of-the-art techniques, all making under 10 s. It also reduces blocked I/O time by up to 23.2x by eliminating filesystem overhead." Retrieved testbed sentence verbatim (this is a single-GPU setup, so NOT hardware-ruled-out): "We use Qwen3-30B-A3B [18] on a server equipped with an NVIDIA H100-80GB GPU, two 64 GB DDR4 host-memory modules with a combined peak bandwidth of 21.3 GB/s, and two 2 TB NVMe SSDs connected through PCIe 5.0×16 with a combined peak bandwidth of 63 GB/s." Its own limitation, verbatim: "Our current implementation relies on SPDK polling for SSD I/O completion. While polling eliminates the kernel interrupt path and reduces I/O latency, it increases CPU utilization due to continuous queue checking."
S2	CLOSED-1	vLLM Automatic Prefix Caching (hash-based block cache)	https://docs.vllm.ai/en/latest/design/prefix_caching/	READ BODY	The canonical vLLM design doc for prefix KV reuse, retrieved live. It states the value proposition and the implementation choice verbatim: "Since prefix caching is almost a free lunch and won't change model outputs, it has been widely used by many public endpoints (e.g., OpenAI, Anthropic, etc.) and most open source LLM inference frameworks (e.g., SGLang)." And: "While there are many ways to implement prefix caching, vLLM chooses a hash-based approach." The doc specifies the key components and two hard constraints: "We only cache full blocks." And on hashing: "In previous versions, the hash key was not guaranteed to be collision-free. As of v0.11, the default hashing algorithm is `sha256`, which addresses collision risks." Corroborating local tree evidence (not a URL): `/tmp/kvsrc/vllm-main/vllm/config/cache.py:139` reads `enable_prefix_caching: bool = True`, i.e. prefix caching is on by default in the extracted 0.29-era tree, and `prefix_caching_hash_algo: PrefixCachingHashAlgo = "sha256"` at line 141.
S2	CLOSED-2	Per-request `cache_salt` for prefix-cache isolation, hardened against DoS	https://docs.vllm.ai/en/latest/design/prefix_caching/ and https://github.com/vllm-project/vllm/pull/54353	READ BODY	The design doc documents salting as shipped: "By including a `cache_salt` in the request, this value is injected into the hash of the first block, ensuring that only requests with the same salt can reuse cached KV blocks. This prevents timing-based attacks where an adversary could infer cached content by observing latency differences. This offers protection without compromising performance." The mechanism is an extra hash component: "Extra hashes: Other values required to make this block unique, such as LoRA IDs, multi-modality input hashes (see the example below), and cache salts to isolate caches in multi-tenant environments." The parameter was later hardened by merged PR #54353 ("[Bugfix] Bound cache_salt length to prevent DoS via scheduler CPU exhaustion", merged 2026-08-30), whose body reads verbatim: "Adds `max_length=1024` to the `cache_salt` Pydantic `Field` on all six API protocol models: completions, chat completions, responses, pooling, Anthropic, and scale-out (token-in-token-out)." with the threat being an attacker able to send "arbitrarily large salt strings that are serialized via `pickle.dumps` + `sha256` on the single-threaded EngineCore scheduler, stalling all concurrent requests."
S2	CLOSED-3	SGLang RadixAttention (canonical reference)	https://arxiv.org/abs/2312.07104	READ BODY	The canonical paper behind SGLang's radix-tree prefix reuse, retrieved from arXiv (submitted 12 Dec 2023, v2 6 Jun 2024). Verbatim from the abstract: "The runtime accelerates execution with novel optimizations like RadixAttention for KV cache reuse and compressed finite state machines for faster structured output decoding." Reported result, verbatim: "Experiments show that SGLang achieves up to 6.4x higher throughput compared to state-of-the-art inference systems on various large language and multi-modal models on tasks including agent control, logical reasoning, few-shot learning benchmarks, JSON decoding, retrieval-augmented generation pipelines, and multi-turn chat." This remains the reference implementation that later 2026 work (vLLM hybrid checkpoints, HiRadixTree, granularity papers) cites.
S2	CLOSED-4	SGLang radix cache eviction policies (lru / lfu / slru / priority)	https://docs.sglang.io/docs/advanced_features/radix_eviction_policy.md	READ BODY	A shipped, documented eviction-policy surface for the radix cache, retrieved as clean markdown. Verbatim: "Select one with `--radix-eviction-policy`. All of them fall back to least-recently-used order within a tie." Policy semantics are documented per row, e.g. "`lfu` | The prefix with the fewest cache hits, then the least recent." and "`slru` | Prefixes still in the probationary segment, then the least recent within a segment." Two important scoping statements: "A policy only scores. It does not decide how much to free, and it cannot pin KV in memory — a node protected by the policy is still evicted if reclaiming everything else is not enough." and "`fifo`, `mru`, and `filo` also exist in the policy registry but are not offered on the command line. They are reachable only by out-of-tree code that extends the choice list, and exist for experiments rather than serving." The doc also states the tradeoff explicitly: "`lfu` and `slru` help when your traffic has a stable hot set that a recency-only policy keeps flushing; they hurt when prefix popularity shifts over time, because a prefix that earned a high hit count keeps its advantage after it stops being useful."
S2	CLOSED-5	SGLang session-aware radix cache (soft-pinned KV per session)	https://docs.sglang.io/docs/advanced_features/session_radix_cache.md	READ BODY	Shipped multi-turn/agent KV retention feature. Verbatim: "This feature is implemented only by `UnifiedRadixCache`." Invocation: `SGLANG_ENABLE_UNIFIED_RADIX_TREE=1 ... --enable-session-radix-cache`. Limits are documented up front: "Session references are soft protection, not memory pins. Referenced KV can still be evicted when reclaiming unreferenced KV is insufficient." Eviction order is spelled out per cache component, including hybrid ones: "Full attention | The reusable prefix path from the registered leaf to the root | Unreferenced nodes first, then referenced nodes with fewer session references, then the configured policy such as LRU" and "Mamba | The reusable state on the registered leaf | Two LRU passes: unreferenced nodes first, then referenced nodes if more space is required". Also: "UnifiedRadixCache still applies component cascade rules. Evicting an internal Full node also evicts its SWA and Mamba data; evicting SWA also evicts Mamba data; evicting Mamba affects only Mamba."
